Z mean train,Q Predictions Max,Q Predictions Mean,Number of env steps total,Train Time (s),Q Predictions Min,QF Loss,RF Loss,KL Divergence,Policy log std Max,Policy Loss,Sample Time (s),Number of rollouts total,Policy log std Mean,Epoch,Log Pis Std,Epoch Time (s),KL Loss,Z mean eval,AverageReturn_all_train_tasks,R Predictions Mean,Policy log std Std,AverageReturn_all_test_tasks,Log Pis Mean,Policy log std Min,R Predictions Max,Q Predictions Std,R Predictions Std,VF Loss,V Predictions Std,V Predictions Min,Number of train steps total,Total Train Time (s),Log Pis Max,Z variance eval,Policy mu Std,Z variance train,Log Pis Min,Policy mu Min,R Predictions Min,V Predictions Max,Policy mu Mean,V Predictions Mean,(Previous) Eval Time (s),Policy mu Max
0.0126518,124.37,51.1718,690000,104.19016126600036,-85.6044,41.6968,2.36604,0.17601576447486877,0.0714667,-53.3172,32.73565486899679,8700,-0.136189,40,0.454406,233.46310661599637,0.017601577565073967,0.0131091,-21.703641804,-0.00452676,0.0210534,-21.6867020957,-2.65524,-0.369307,-0.00319834,18.8216,0.000622573,2.06113,18.923,-86.3666,41000,9800.536909346003,-0.258944,0.932752,0.172553,0.920079,-4.89794,-1.15427,-0.00598462,109.934,0.0100748,54.232,96.53729048099922,0.877506
0.0132115,67.1504,49.8517,705000,104.23087663099977,-106.444,33.1965,2.43704,0.16135090589523315,0.0529888,-52.0408,32.69453659399369,8900,-0.139662,41,0.461963,233.77967865299252,0.016135090962052345,0.00813883,-21.5102447637,-0.00460324,0.018373,-21.4512283016,-2.64571,-0.353718,-0.00369852,22.2303,0.000415376,1.44154,22.1767,-102.217,42000,10034.147271579997,0.955759,0.945473,0.171973,0.940078,-5.56079,-1.2903,-0.00578101,65.9637,0.00710545,51.2906,96.85426542799905,1.10894
0.00806453,88.1415,50.1044,720000,105.22641411600125,-125.817,49.0765,2.33925,0.10125575959682465,0.054934,-52.5179,32.81066877799822,9100,-0.13799,42,0.47416,234.72253014099988,0.01012557651847601,0.014455,-20.5915598339,-0.0046669,0.018468,-20.5838433779,-2.67235,-0.31232,-0.00343382,20.2408,0.000393067,1.09151,20.1341,-121.361,43000,10268.934065251,0.552538,0.913902,0.165811,0.936995,-5.89026,-1.32264,-0.00561017,66.3054,-0.00633361,52.2902,96.68544724700041,0.862726
0.014595,64.3764,50.037,735000,106.98398957900099,-125.735,46.1329,2.36416,0.210140660405159,0.0395651,-52.7052,32.98046828299994,9300,-0.135823,43,0.439209,236.7148380590006,0.02101406641304493,0.0127407,-21.0276669723,-0.00481977,0.0164114,-20.9922131055,-2.64539,-0.29758,-0.00371785,20.4485,0.000472394,1.07452,20.5525,-123.78,44000,10507.143994524002,-0.149229,0.870795,0.163776,0.923425,-5.30563,-0.995649,-0.00591483,66.3489,-0.00230946,52.1655,96.75038019699969,0.852261
0.0128466,64.5706,48.5026,750000,106.37930130699897,-131.917,44.9389,2.38156,0.49420541524887085,0.0366427,-51.1493,32.97847926899885,9500,-0.135835,44,0.450442,237.6035545249979,0.049420543015003204,0.0232145,-21.2589711782,-0.00457285,0.0179098,-21.3216613086,-2.67592,-0.29145,-0.00369577,22.5967,0.000371568,1.50659,22.5119,-126.194,45000,10744.305906064,-0.407403,0.909424,0.162933,0.878038,-5.7224,-1.14456,-0.00595057,66.1223,0.0048376,50.7437,98.24577394900007,0.80687
0.0231144,64.9253,50.7909,765000,106.19703115099946,-109.564,44.143,2.5304,0.2935273349285126,0.05953,-52.6476,33.02069199100333,9700,-0.136864,45,0.441955,237.02222661600354,0.029352733865380287,0.0124725,-21.0996199852,-0.00471096,0.0173753,-21.0840613355,-2.67508,-0.353058,-0.00343633,20.7522,0.000565642,1.24629,20.8635,-106.032,46000,10981.072914535005,0.0215303,0.902676,0.160132,0.905545,-5.16304,-1.37668,-0.00619866,67.278,0.000655908,52.9856,97.80450347400074,1.00535
0.0124101,135.797,49.4977,780000,106.42153919900011,-103.132,39.43,2.38965,0.3185953199863434,0.0238493,-52.3209,32.83671226799561,9900,-0.138297,46,0.46674,236.80818876399462,0.03185953199863434,0.0069257,-22.479975634,-0.00451078,0.0184067,-22.3884397022,-2.66395,-0.352363,-0.00332855,19.9764,0.000430858,1.57281,19.9793,-97.0222,47000,11217.461949528999,1.87664,0.878976,0.168842,0.897783,-6.43297,-1.22792,-0.00551501,141.213,0.00249273,51.7523,97.5499372969989,0.910912
0.00681559,65.3402,50.801,795000,105.73137334300009,-97.7229,41.7901,2.26218,0.5095269083976746,-0.0210965,-52.757,32.97680632499578,10100,-0.136964,47,0.434049,235.83960873799515,0.050952691584825516,0.0142867,-20.7308145762,-0.00465678,0.015529,-20.6823434765,-2.66019,-0.299527,-0.00356581,17.0844,0.000463626,1.90737,17.2637,-92.0328,48000,11453.662297878,1.95377,0.880506,0.158441,0.86515,-5.534,-1.19033,-0.0057129,68.0426,0.0202363,52.7115,97.13142906999929,1.06416
0.0142456,134.865,48.8925,810000,104.23501522199876,-92.1506,47.9607,2.30714,0.4480154812335968,0.0133521,-51.2346,33.028517632998046,10300,-0.136379,48,0.432158,234.75625655199656,0.04480154812335968,0.00815148,-20.4436280663,-0.00457867,0.0171796,-20.3815760375,-2.66433,-0.331593,-0.00337192,20.5064,0.000433478,2.10761,20.574,-91.4603,49000,11687.770163029,-0.289741,0.922725,0.160106,0.877974,-5.1906,-1.05328,-0.00543912,137.775,6.0003e-05,50.3853,97.49272369699975,0.775849
0.00808802,71.4457,48.8541,825000,104.85448832600014,-109.68,44.4007,2.37564,0.20254220068454742,0.0283991,-50.9266,32.59987289300443,10500,-0.137742,49,0.451138,234.2997210260055,0.020254220813512802,0.0142798,-21.1858948902,-0.00465652,0.0170247,-21.1981862711,-2.65759,-0.411822,-0.00358271,20.1946,0.00045898,1.78311,20.1607,-108.857,50000,11921.091907565005,2.56575,0.928431,0.163018,0.915926,-4.78811,-1.60047,-0.00595092,68.1319,0.00812931,51.8766,96.84535980700093,1.06544
0.0141736,144.272,50.313,840000,105.6493057989992,-102.648,33.3395,2.25735,0.18702638149261475,0.0249464,-52.6139,32.919274864991166,10700,-0.13659,50,0.459306,234.43625994499052,0.018702639266848564,0.011487,-20.6971818602,-0.00483169,0.0175915,-20.6726674755,-2.6584,-0.321005,-0.0036352,17.8992,0.000504559,1.30837,17.9827,-101.301,51000,12155.831590978,-0.071691,0.90384,0.16538,0.921762,-6.03401,-0.941835,-0.00599555,145.757,0.00911974,52.8554,95.86767928100016,0.821516
0.0114152,66.3957,50.3607,855000,105.2071213119998,-95.3361,45.0123,2.17493,0.3124907612800598,-0.0200571,-52.9617,32.56207565799559,10900,-0.13595,51,0.43275,233.9411422519952,0.03124907612800598,0.012758,-20.9699081117,-0.00456244,0.015127,-21.0625744589,-2.67383,-0.293286,-0.0035496,17.6325,0.00038415,2.66539,17.4578,-90.2301,52000,12390.41215972199,-0.111037,0.934277,0.15658,0.897684,-6.73903,-0.930846,-0.00568688,68.8173,0.0216694,53.5688,96.1719452819998,0.863004
0.0127298,72.8059,48.5165,870000,104.10715868800071,-105.658,33.8135,2.36722,0.1628013551235199,0.0161098,-51.5995,32.590707979006766,11100,-0.139063,52,0.463731,233.50935568700697,0.01628013513982296,0.00544133,-19.1286720013,-0.00464909,0.0183596,-19.1259144506,-2.63989,-0.441606,-0.00350714,20.7136,0.000351476,1.62282,20.7648,-105.065,53000,12623.865840911996,1.45487,0.94973,0.173599,0.932409,-6.56744,-1.48945,-0.0054902,69.6041,0.0294431,51.4854,96.8114890199995,1.06358
0.00543228,66.4601,49.9389,885000,104.74320720899959,-117.322,37.8085,2.11898,0.07805395126342773,0.0643219,-52.747,32.653189555996505,11300,-0.138231,53,0.436248,234.15293202699468,0.007805395405739546,0.00707748,-19.4209015435,-0.00435921,0.0163594,-19.4494508901,-2.65722,-0.304317,-0.0034642,17.6073,0.000505665,0.974006,17.616,-116.992,54000,12857.723216335991,-0.0980117,0.863755,0.163794,0.94946,-5.91671,-1.10042,-0.00598335,68.5135,0.0159949,52.3861,96.75653526199858,0.961202
0.00706617,67.6331,47.426,900000,105.44999307000035,-115.467,32.3481,2.413,0.6072030067443848,0.00605475,-49.6807,32.81275630799246,11500,-0.13875,54,0.498188,234.72420061299272,0.060720302164554596,0.0224631,-18.5129618648,-0.00460422,0.022763,-18.4595107013,-2.63998,-0.323972,-0.00367236,23.1864,0.00040075,1.66997,23.1932,-113.131,55000,13093.397648301983,-0.114104,0.777973,0.189414,0.861662,-7.63345,-1.05457,-0.00574351,68.6737,0.022581,49.3477,96.46145123499991,0.937994
0.0224873,68.215,48.8435,915000,104.74813745699976,-109.474,34.5176,2.16696,1.692988395690918,-0.00349243,-50.3991,32.57193547001407,11700,-0.136354,55,0.451353,234.73255898701427,0.16929884254932404,0.0195334,-19.4940612491,-0.0045488,0.0160517,-19.4684888622,-2.6585,-0.289792,-0.00375042,21.7438,0.000344092,4.9107,21.7238,-110.287,56000,13327.140319313996,-0.392257,0.807505,0.163896,0.778745,-4.98269,-0.875752,-0.00560086,70.4249,0.00955155,51.9624,97.41248606000045,0.857476
0.0195073,67.889,47.83,930000,104.71584030700069,-111.633,27.0705,2.27989,1.2387447357177734,0.0340453,-50.4746,32.79731528199591,11900,-0.14192,56,0.503688,233.9364322079964,0.1238744780421257,0.0127984,-19.1132178546,-0.00461723,0.0209927,-19.117202783,-2.64659,-0.481448,-0.00359959,22.9989,0.000396929,1.39255,23.0821,-105.636,57000,13561.687444857991,-0.118298,0.900307,0.188701,0.806476,-5.22136,-1.41426,-0.00570789,70.3492,0.0150205,50.4199,96.42327661899981,0.962774
0.0128924,68.6278,49.5313,945000,105.85182952099967,-92.6675,43.1865,2.12713,0.29877883195877075,0.0610795,-51.8292,32.597004290995756,12100,-0.137263,57,0.453276,235.48306734799553,0.029877884313464165,0.0100374,-18.3732589721,-0.00457812,0.0168095,-18.3348879766,-2.64932,-0.316769,-0.00346092,21.3241,0.000398503,2.26769,21.5415,-91.9833,58000,13797.906909229987,-0.0918106,0.829774,0.165094,0.90714,-4.76593,-0.986165,-0.00560597,70.9036,0.0188612,52.0657,97.0342335360001,0.897962
0.0100688,68.7659,46.618,960000,104.38674714900117,-98.8907,38.1106,2.40249,0.9682726860046387,0.0775081,-48.7885,32.84284189000027,12300,-0.136378,58,0.500915,235.00060353400113,0.09682726860046387,0.0141648,-19.4794376985,-0.00468053,0.0207388,-19.4174320385,-2.63313,-0.381063,-0.00377353,25.6339,0.000437035,3.34995,25.8381,-95.6349,59000,14031.433057095994,3.63433,0.886474,0.1882,0.832,-5.03916,-1.31602,-0.00594057,71.3015,-0.000657155,49.1373,97.77101449499969,1.22819
0.0141467,68.8129,48.1133,975000,104.33868872599851,-91.1586,28.1899,2.16552,0.4429120421409607,0.0250483,-50.6721,32.2629332790093,12500,-0.138286,59,0.511019,232.8986842990089,0.04429120570421219,0.0112489,-19.4237113081,-0.00460556,0.0204072,-19.4032313439,-2.63833,-0.310369,-0.00370473,22.8535,0.000382326,1.69585,22.9053,-90.9125,60000,14262.62561883101,0.0257503,0.863802,0.188322,0.885456,-6.65479,-0.97571,-0.00575064,71.215,0.00628637,50.8524,96.29706229400108,0.900056
0.0112763,68.6809,45.668,990000,103.82042912600082,-135.402,43.2963,2.31725,0.590187132358551,0.0222334,-48.6256,31.843707075979182,12700,-0.138532,60,0.53487,230.25616728498062,0.05901871249079704,0.00974876,-18.0744775961,-0.00464554,0.0206909,-18.0724135055,-2.62974,-0.325613,-0.00339722,25.6998,0.000473858,1.71414,25.5311,-126.694,61000,14492.545973659988,3.54725,0.899606,0.194281,0.865961,-7.92175,-1.41598,-0.00600997,71.6489,0.0179082,48.853,94.59203108300062,1.24698
0.00978564,70.1151,49.933,1005000,103.61060338300013,-109.512,44.9683,2.04459,0.3038879632949829,0.0436667,-52.3879,31.92897441299283,12900,-0.137789,61,0.485528,229.7960497279928,0.03038879670202732,0.0178975,-18.7299668533,-0.00459609,0.0189845,-18.7331517159,-2.64707,-0.315447,-0.00348547,21.1754,0.00042867,1.64982,21.1096,-102.511,62000,14722.025852249983,1.66736,0.824258,0.176153,0.902826,-6.0635,-1.23306,-0.00581086,72.5916,-0.000454809,52.8864,94.25647193199984,1.20215
0.0179238,163.542,50.5429,1020000,103.34576784299861,-129.24,44.5144,2.23318,1.0204331874847412,0.0387862,-52.365,31.799195102008525,13100,-0.137316,62,0.494753,229.08661027900598,0.10204332321882248,0.00954319,-18.772419276,-0.00494053,0.0199424,-18.738039219,-2.64997,-0.451441,-0.00380524,23.6105,0.000397727,2.21862,23.7025,-126.144,63000,14952.556454698988,0.192161,0.896644,0.185165,0.82551,-5.34727,-1.35134,-0.0060331,161.528,0.0103162,51.7222,93.94164733399884,1.37567
0.00953479,71.3178,50.1566,1035000,103.96038789999875,-101.703,45.8657,2.30807,0.3369387686252594,0.0256122,-51.9909,32.02569570199921,13300,-0.137476,63,0.50082,231.37160179900093,0.03369387611746788,0.0115287,-18.1730332144,-0.00471145,0.0203254,-18.160097301,-2.63413,-0.366166,-0.00349777,21.7948,0.000421851,1.58825,21.8536,-96.3542,64000,15183.500316956983,1.67638,0.869843,0.187714,0.89581,-6.5112,-1.58085,-0.00584717,73.4037,0.0108237,52.3769,95.38551819700297,1.03487
0.0115093,88.0863,51.7734,1050000,102.94038473199907,-115.514,40.7555,1.93505,0.5396853685379028,0.0250623,-53.9791,31.996167908982898,13500,-0.139008,64,0.463385,229.89499228298155,0.05396853759884834,0.00980808,-18.0474425438,-0.00442002,0.0178405,-18.0341573125,-2.65692,-0.327153,-0.00350317,20.5868,0.000389405,2.42818,20.316,-107.752,65000,15412.762001681964,-0.0672075,0.815231,0.174323,0.86853,-6.41561,-1.27527,-0.00559387,82.5352,0.0113716,54.1937,94.95843964199958,1.1604
0.00980193,71.3865,50.3644,1065000,102.88500241899965,-108.394,27.4955,1.96473,1.085873007774353,0.0256238,-53.0428,31.784698405997915,13700,-0.138627,65,0.500778,228.99585936199946,0.10858730226755142,0.013608,-17.690410354,-0.00466227,0.0198626,-17.6291695781,-2.64767,-0.472157,-0.00360552,22.082,0.000399664,2.74877,21.8043,-100.587,66000,15642.527204374965,1.33547,0.858388,0.191648,0.814721,-4.83195,-1.3385,-0.00590038,74.3551,0.00852578,53.7654,94.3261585370019,1.20233
0.0135872,73.2501,52.1123,1080000,102.82314206700175,-115.479,34.6801,1.99681,0.6414808034896851,0.0326409,-54.1725,31.904195463012,13900,-0.13759,66,0.510826,229.8238340820135,0.06414808332920074,0.0110389,-17.0033002711,-0.00465413,0.0188872,-17.002041387,-2.66013,-0.405555,-0.0035478,22.9059,0.000544457,1.95686,22.9198,-118.036,67000,15871.564348880984,1.5816,0.835813,0.180721,0.857036,-6.22037,-1.35443,-0.00636204,74.3981,-0.00692687,54.0833,95.09649655199973,1.35492
0.011013,101.632,50.074,1095000,103.7126995510007,-115.629,37.3805,2.01935,0.8723421096801758,0.0569247,-52.9145,31.98449771999003,14100,-0.139284,67,0.511334,230.00736702098948,0.08723421394824982,0.00371866,-17.5063690461,-0.00467166,0.0220717,-17.493650785,-2.64383,-0.458378,-0.00368977,24.9502,0.000436187,1.77208,24.7369,-111.12,68000,16101.789248799963,1.31585,0.918758,0.189614,0.834272,-6.23235,-1.39444,-0.00587985,79.4495,-0.0072051,53.1103,94.31016974999875,1.07716
0.00371731,74.8797,51.7194,1110000,105.0148044100024,-89.5282,47.2131,1.92178,0.2119782567024231,0.0552422,-54.3629,32.2279544050034,14300,-0.135905,68,0.490313,231.77105142000437,0.02119782567024231,0.0233153,-17.5764418578,-0.00468552,0.018237,-17.6326311574,-2.65511,-0.320782,-0.0038117,21.9798,0.000400887,1.96895,22.0298,-88.5463,69000,16333.473651250963,0.407081,0.904429,0.181256,0.9155,-6.95646,-0.864573,-0.00600587,74.696,0.00982014,54.0209,94.52829260499857,0.937171
0.023358,76.2771,50.176,1125000,103.59573879300297,-103.027,33.8817,2.05016,0.3296811580657959,0.0312691,-53.1702,31.64398296100262,14500,-0.13557,69,0.534852,229.68312346500534,0.03296811506152153,0.0035974,-17.5183212354,-0.00456512,0.020476,-17.5791459107,-2.62156,-0.32248,-0.00355893,23.1915,0.000362379,2.74197,23.2566,-99.3472,70000,16563.264054425974,1.86796,0.937971,0.198399,0.906165,-5.5974,-0.813299,-0.005516,75.5363,0.00873867,52.2885,94.44340171099975,1.04376
0.0035807,73.7492,52.4864,1140000,102.36190864500168,-130.844,45.9425,1.9386,0.12605375051498413,0.113186,-54.6325,31.766754261989263,14700,-0.138056,70,0.517385,228.6797269279923,0.012605375610291958,0.0170076,-16.9381865735,-0.00458955,0.0212132,-16.9069209894,-2.62854,-0.378699,-0.00338974,23.4928,0.000527905,1.0983,23.7336,-124.61,71000,16792.62167127996,0.732716,0.85582,0.194564,0.934197,-5.32896,-1.04056,-0.00610699,76.0334,-0.00786053,54.7926,94.55106402100137,1.08887
0.0170479,188.861,52.7326,1155000,104.67331710500002,-142.835,49.731,2.01776,0.6662600040435791,0.0373254,-55.1605,32.123127280992776,14900,-0.139039,71,0.499165,232.02572526599033,0.06662600487470627,0.00867829,-17.4483781548,-0.00455682,0.0190943,-17.4926628296,-2.65531,-0.344977,-0.00361797,21.5028,0.000375909,2.30413,21.2313,-136.56,72000,17024.603837414954,1.96371,0.907559,0.180302,0.857684,-7.16204,-1.2572,-0.00560648,184.291,-0.0172863,55.7804,95.22928087999753,1.09973
0.00865061,193.281,53.1306,1170000,104.64872314199965,-110.545,40.1088,2.03306,0.2692222595214844,0.0381367,-55.842,32.237103830993874,15100,-0.139866,72,0.529058,232.07222948699564,0.026922225952148438,0.0120409,-16.673485943,-0.00464151,0.022527,-16.6248588723,-2.61637,-0.421392,-0.00304444,22.2922,0.000508586,1.79741,22.236,-108.464,73000,17256.67107556395,1.58132,0.883595,0.196064,0.904931,-5.81138,-1.63393,-0.00577335,190.03,0.0076079,55.4524,95.18640251400211,1.27165
0.0120439,197.016,54.0615,1185000,104.45420204499896,-124.786,69.1404,1.99603,0.42640846967697144,0.0719977,-55.2958,32.10838166699614,15300,-0.137426,73,0.50031,231.74439536399223,0.042640846222639084,0.0281031,-16.1715898492,-0.00471991,0.0200813,-16.1018439989,-2.63546,-0.411336,-0.00370413,23.2384,0.000493985,4.43583,23.2874,-117.744,74000,17487.614007710945,1.58865,0.711659,0.180755,0.883831,-5.52593,-1.21406,-0.00619323,194.482,-0.00621589,56.4459,95.18181165199712,1.02464
0.028104,121.99,52.4407,1200000,104.50329824100118,-95.225,57.599,1.97381,2.979112148284912,0.0563918,-54.4086,31.981708920993697,15500,-0.138386,74,0.492377,230.86634423799478,0.29791122674942017,0.011513,-16.9668608573,-0.00453759,0.0204658,-17.0195043532,-2.63216,-0.41874,-0.00345366,22.7087,0.000499842,3.98204,22.7466,-89.1623,75000,17718.33133945194,-0.236999,0.872806,0.184551,0.711626,-5.88094,-0.89886,-0.00577626,106.259,0.00214149,55.4986,94.38133707599991,1.20352
0.0115127,107.348,52.8591,1215000,102.76037922400064,-123.857,39.0531,1.853,0.5116406679153442,0.0717641,-55.6844,31.867159539004206,15700,-0.137464,75,0.502291,228.86078029600685,0.05116406828165054,0.0157287,-16.8745587012,-0.00460895,0.0214402,-16.855049718,-2.63869,-0.385707,-0.00370006,22.9935,0.00036637,1.70009,22.7999,-117.602,76000,17947.15026026094,1.33338,0.849559,0.189588,0.872717,-5.88329,-1.31003,-0.00566105,92.0294,1.01549e-05,55.7823,94.233241533002,1.21066
0.0156931,75.8466,53.1773,1230000,104.38200433300153,-87.5287,45.7487,1.93351,0.7347332239151001,0.0198611,-55.6167,31.80775798398099,15900,-0.137792,76,0.519047,230.38109438998072,0.07347332686185837,0.0096346,-16.432115443,-0.00463094,0.0217644,-16.4451264262,-2.63629,-0.386244,-0.00331987,22.401,0.00044257,1.05805,22.3659,-86.307,77000,18177.248218301924,0.428896,0.81259,0.197489,0.847816,-7.2792,-1.14979,-0.00583574,78.341,0.0115982,55.7831,94.1913320729982,1.15012
0.00963184,76.103,53.3938,1245000,103.5746082250007,-119.861,55.0224,1.81309,1.138770580291748,0.0631535,-56.0918,31.968722379995597,16100,-0.136021,77,0.511209,229.45288774499568,0.1138770580291748,0.00995653,-16.9266171493,-0.00468267,0.0207991,-16.9363580093,-2.64673,-0.379305,-0.00367484,23.6121,0.000426776,2.04571,23.8099,-124.853,78000,18407.41777605192,0.505267,0.920954,0.185691,0.812006,-6.10415,-0.918769,-0.00589258,78.6114,-0.00209833,56.0229,93.90955713999938,1.21646
0.00995594,76.5842,54.162,1260000,104.39225407300182,-126.16,34.742,1.86795,0.19263583421707153,0.0533843,-56.9946,32.13752823302275,16300,-0.138883,78,0.504676,231.15640366502703,0.019263584166765213,0.00874103,-16.5989959689,-0.00449474,0.0209502,-16.5830288235,-2.62529,-0.347047,-0.00345139,22.6354,0.000387648,1.79836,22.6112,-123.941,79000,18639.039139753942,0.459132,0.908858,0.190763,0.920919,-6.14318,-1.32278,-0.00542891,78.5352,-0.00689501,56.4013,94.62662135900246,1.12173
0.00874246,213.177,53.5174,1275000,103.40788762599914,-122.988,33.1018,1.82217,0.2563475966453552,0.0321693,-56.4223,32.01371693397232,16500,-0.135603,79,0.492857,230.51381983697138,0.025634760037064552,0.0106351,-16.7218578273,-0.004484,0.0201105,-16.7412176048,-2.63264,-0.493523,-0.00312625,24.0182,0.000560959,1.65361,23.9032,-117.433,80000,18869.334355104907,0.438049,0.878017,0.187953,0.909027,-5.99801,-1.48613,-0.00604992,212.701,-0.00685913,56.2979,95.09221527699992,1.21067
0.0106381,132.035,55.3059,1290000,105.67873702799989,-110.606,44.7761,1.79285,0.46442368626594543,0.0920259,-57.7922,32.06004071001735,16700,-0.138994,80,0.525746,232.61317969401716,0.04644237086176872,0.00768086,-16.3542136896,-0.00465052,0.0232524,-16.3719517256,-2.62677,-0.490295,-0.00375848,22.2552,0.000408546,1.7652,22.1546,-111.554,81000,19102.798938625918,3.08768,0.876619,0.195705,0.878183,-6.07158,-1.41259,-0.00589566,126.073,0.00298145,58.1676,94.87440195599993,1.183
0.00768061,145.872,54.5352,1305000,103.82168612900205,-114.363,27.6531,1.83938,0.4757516384124756,0.0323467,-57.3316,32.182674840998516,16900,-0.139174,81,0.512714,231.73102205100076,0.04757516458630562,0.0105788,-16.705203622,-0.00458562,0.0219915,-16.7444339988,-2.63426,-0.399989,-0.00361435,23.3992,0.000404492,1.06015,23.1355,-107.224,82000,19334.03289964592,2.1964,0.803004,0.191315,0.8766,-5.15564,-1.13268,-0.00569245,141.488,-0.00105456,57.4455,95.7266610810002,1.20614
0.0105791,121.553,55.471,1320000,103.18803446200036,-112.144,46.89,1.77186,1.2731904983520508,0.0534015,-57.8716,32.15285947098164,17100,-0.136651,82,0.533386,230.5715049669816,0.12731905281543732,0.0167311,-16.3648827856,-0.00460362,0.023146,-16.4709964338,-2.61531,-0.451284,-0.00371898,23.1575,0.000393323,2.28177,23.2793,-107.686,83000,19564.496647100907,1.38108,0.853518,0.194699,0.802996,-5.80652,-1.16516,-0.00562379,113.423,0.0172295,57.1918,95.2306110339996,1.25312
0.0167307,77.74,55.2021,1335000,104.66945625399967,-103.87,26.2809,1.70267,0.6945087909698486,0.0957924,-57.9982,31.867577816996345,17300,-0.136845,83,0.507836,231.66039471199474,0.06945087760686874,0.00471572,-16.0552811146,-0.00456676,0.0218962,-16.0599133464,-2.63979,-0.349062,-0.00361165,22.2603,0.000415872,1.21486,21.9878,-98.3183,84000,19797.0147814129,0.706261,0.902494,0.190285,0.853504,-5.80089,-1.00195,-0.00557739,80.8754,-0.00120984,58.5248,95.12336064099873,1.15204
0.0047155,150.749,55.6584,1350000,104.0360081109975,-126.524,61.5569,1.75231,0.28915685415267944,0.0358255,-57.7766,31.957651981003437,17500,-0.135133,84,0.507553,231.97573869900225,0.028915686532855034,0.0116995,-15.9015548608,-0.00467699,0.0224396,-15.8952812937,-2.64643,-0.503537,-0.00349952,24.0748,0.000487842,1.89279,24.1156,-123.038,85000,20028.346248322898,0.773021,0.856724,0.187961,0.90248,-6.10276,-1.1828,-0.00631139,132.272,-0.00117049,58.0709,95.98207860700131,1.12226
0.0116996,83.6636,57.5412,1365000,104.20880013400165,-115.014,44.9805,1.67666,0.6572542190551758,0.0681855,-59.9107,32.17800967801304,17700,-0.134543,85,0.472948,231.72604316301295,0.0657254233956337,0.011373,-16.3297094635,-0.0046668,0.018933,-16.3161016075,-2.65507,-0.368928,-0.00369486,22.2902,0.00042574,2.01173,22.5561,-111.596,86000,20259.567950460914,0.489452,0.866071,0.177284,0.856724,-5.21139,-0.954884,-0.00585071,81.5824,-0.00292989,59.5642,95.33923335099826,1.15691
0.0113732,150.698,56.5697,1380000,105.17285117500069,-133.912,49.2265,1.73559,0.5651794075965881,0.0842141,-58.9394,32.60766672400496,17900,-0.136279,86,0.526806,232.6155021610066,0.056517940014600754,0.0158233,-15.4778856327,-0.00462029,0.0233343,-15.4839855642,-2.62175,-0.409429,-0.00340983,23.1581,0.000405995,2.17888,22.883,-126.715,87000,20493.286058385915,0.859198,0.883575,0.196626,0.866033,-5.63464,-1.15056,-0.00572927,147.745,-0.00968499,58.217,94.83498426200094,1.3233
0.015823,239.478,56.7624,1395000,104.569959774999,-128.554,56.5921,1.68478,0.4364016354084015,0.0653712,-59.5772,32.39428936798504,18100,-0.136532,87,0.504009,232.90285488798327,0.04364016279578209,0.00965641,-16.2538552326,-0.00456853,0.0218125,-16.2039851657,-2.65349,-0.398155,-0.00341951,22.0066,0.000619967,2.10334,21.6211,-115.09,88000,20726.815804728896,1.58615,0.888034,0.186765,0.88358,-5.54962,-1.06476,-0.00617731,236.391,-0.00683325,59.7262,95.93860574499922,1.21311
0.00964618,155.758,57.0617,1410000,105.77703070300049,-129.301,80.0369,1.68669,0.38702911138534546,0.0755096,-59.3374,32.75862952199532,18300,-0.137202,88,0.496447,235.1019250759964,0.038702912628650665,0.00589706,-16.0862653435,-0.00446727,0.0196874,-16.0123467202,-2.64774,-0.456666,-0.00350401,22.5373,0.000415422,2.38143,22.4759,-122.023,89000,20962.190219163887,3.05964,0.849197,0.184826,0.886866,-5.82907,-1.20445,-0.00561566,145.205,0.00199198,60.0958,96.5662648510006,1.22114
0.00590504,79.4105,57.883,1425000,105.79505388599864,-135.6,53.5848,1.59124,0.7125652432441711,0.0500721,-60.8662,32.75836813299611,18500,-0.138726,89,0.514948,235.39312812499338,0.07125652581453323,0.0139353,-15.5300397205,-0.00467002,0.0212576,-15.5253725295,-2.64493,-0.382712,-0.00369082,22.7978,0.000405958,1.99774,22.7944,-126.935,90000,21197.800928694876,0.759841,0.860881,0.186719,0.85067,-6.66372,-1.14162,-0.00596693,82.4233,0.00720193,60.5682,96.83970610599863,1.15239
0.0139296,80.1559,56.2408,1440000,105.92776814399986,-121.033,44.9969,1.66003,0.6201863288879395,0.0739881,-58.8546,33.013515886992536,18700,-0.139374,90,0.498488,235.99943875799,0.062018632888793945,0.0136162,-15.8344404562,-0.00469328,0.0219457,-15.8346473596,-2.63483,-0.557728,-0.00348647,24.505,0.000531034,3.22907,24.5783,-115.377,91000,21433.841962757866,0.71162,0.848765,0.187325,0.860602,-5.60775,-1.39134,-0.00623315,83.4224,-0.0194928,59.6701,97.0581547269976,1.29162
