Z mean train,Q Predictions Max,Q Predictions Mean,Number of env steps total,Train Time (s),Q Predictions Min,QF Loss,RF Loss,KL Divergence,Policy log std Max,Policy Loss,Sample Time (s),Number of rollouts total,Policy log std Mean,Epoch,Log Pis Std,Epoch Time (s),KL Loss,Z mean eval,AverageReturn_all_train_tasks,R Predictions Mean,Policy log std Std,AverageReturn_all_test_tasks,Log Pis Mean,Policy log std Min,R Predictions Max,Q Predictions Std,R Predictions Std,VF Loss,V Predictions Std,V Predictions Min,Number of train steps total,Total Train Time (s),Log Pis Max,Z variance eval,Policy mu Std,Z variance train,Log Pis Min,Policy mu Min,R Predictions Min,V Predictions Max,Policy mu Mean,V Predictions Mean,(Previous) Eval Time (s),Policy mu Max
0.0136094,137.891,57.8172,1455000,105.17291579099765,-130.762,48.4923,1.5882,0.7385692596435547,0.0326719,-60.6616,32.67173203199491,18900,-0.135132,91,0.484526,234.9450533309937,0.07385692745447159,0.004325,-16.8273235321,-0.00462045,0.020449,-16.8043270304,-2.64977,-0.435709,-0.00382793,22.4917,0.00038656,2.73352,22.0081,-119.818,92000,21668.36423395286,1.76256,0.933069,0.180866,0.848348,-5.4096,-1.31935,-0.00560991,132.059,-0.0066982,60.3809,97.10040550800113,1.22126
0.00433168,107.675,57.9321,1470000,105.22857205100081,-98.0088,44.4493,1.61456,0.1340944766998291,0.0652088,-60.9815,32.71143070699327,19100,-0.139006,92,0.518607,234.61874502399223,0.013409447856247425,0.0122089,-14.9457649753,-0.00475613,0.0214214,-14.9394166355,-2.64901,-0.468075,-0.00374007,21.1955,0.000451609,1.32719,21.0914,-98.2021,93000,21903.208077114858,0.600362,0.849614,0.194909,0.934578,-6.07407,-1.27302,-0.00605707,120.734,0.00418642,61.3325,96.67874226599815,1.15484
0.0122129,89.7825,59.1992,1485000,105.70523697799945,-105.694,53.6551,1.57515,0.7221559286117554,0.0576348,-61.4794,32.87075330300286,19300,-0.136655,93,0.476276,235.48067418200299,0.07221559435129166,0.0162641,-15.3743029016,-0.00456359,0.0188046,-15.4044143469,-2.65199,-0.474027,-0.00363564,22.4135,0.0004647,1.82671,22.5246,-109.224,94000,22138.989193395864,5.25954,0.827081,0.170493,0.849885,-6.22544,-1.54098,-0.00583288,88.0183,-0.0171252,61.6579,96.90468390100068,1.29472
0.0162577,122.86,58.6883,1500000,104.70030357400174,-108.523,61.0525,2.10574,0.9858706593513489,0.0575031,-61.8682,32.400224237993825,19500,-0.137353,94,0.479582,234.30693875199722,0.09858706593513489,0.011969,-15.1346529441,-0.00459672,0.0193269,-15.1055204771,-2.65226,-0.441256,-0.00353676,21.8266,0.000455052,2.62558,21.5541,-103.83,95000,22372.932779384864,0.787967,0.896985,0.178574,0.826739,-5.44868,-1.35328,-0.00548214,113.146,-0.00824721,61.5337,97.20641094000166,1.33523
0.0120063,138.596,58.1386,1515000,104.7819284899997,-116.508,43.9193,1.58263,0.32350146770477295,0.0352469,-60.8796,32.690118911014,19700,-0.141567,95,0.518069,234.31551905501692,0.032350149005651474,0.0144741,-14.5373626289,-0.00458581,0.0234713,-14.5180496851,-2.63629,-0.440009,-0.00365439,21.4763,0.000380981,1.51881,21.3076,-105.874,96000,22607.45462356587,0.394369,0.775869,0.193232,0.899589,-5.70321,-1.06407,-0.00552885,120.239,0.00559849,61.3112,96.84347165400322,1.27562
0.014473,86.7105,57.2078,1530000,105.49627484699886,-110.712,57.1718,1.6203,1.6833171844482422,0.0668707,-60.5643,32.61726277598791,19900,-0.137772,96,0.523786,235.16516022798533,0.16833172738552094,0.00542097,-13.5444744023,-0.00476452,0.0233014,-13.5650173499,-2.65194,-0.4553,-0.00381066,23.6125,0.000447742,1.78922,23.5892,-107.525,97000,22842.596636405862,4.77951,0.905504,0.190654,0.775823,-6.44072,-1.47964,-0.00604007,86.7606,-0.0150404,60.2374,97.05162260499856,1.42635
0.00542386,177.368,59.2896,1545000,105.85496200699708,-117.565,65.2245,1.58957,0.2713443636894226,0.10754,-61.6105,32.822656831009226,20100,-0.138162,97,0.502289,235.70728146100737,0.02713443711400032,0.00837913,-14.0784105472,-0.00473504,0.0245278,-14.0812537493,-2.65461,-0.59874,-0.0036638,23.6003,0.000472537,1.44451,23.7244,-115.568,98000,23078.156725990862,4.12537,0.88148,0.181623,0.905982,-6.20915,-1.49563,-0.00629284,186.618,-0.0127395,61.5001,97.02966262300106,1.15939
0.00837821,153.92,61.131,1560000,106.42847818500013,-125.102,48.1364,1.50035,0.4391990005970001,0.0992993,-63.4794,32.54594116199587,20300,-0.137829,98,0.470948,235.85777513499488,0.04391990229487419,0.0189785,-14.2509437415,-0.00460818,0.0228256,-14.274253342,-2.64198,-0.48906,-0.0034555,21.9481,0.00041625,1.34291,21.9526,-124.052,99000,23314.205539556853,3.25513,0.827651,0.180381,0.881385,-5.56396,-1.51244,-0.00564231,143.365,0.0057458,63.3675,96.88335578799888,1.06958
0.0189788,91.3519,59.1334,1575000,104.51465418799853,-132.529,55.8501,4.25415,0.9856815338134766,0.0498189,-62.2595,32.78219937099493,20500,-0.137346,99,0.50649,234.37211937799293,0.0985681563615799,0.0176283,-13.5016468774,-0.0045317,0.0216033,-13.4627385526,-2.63644,-0.415906,-0.00326943,23.398,0.000437952,2.33139,23.2045,-124.655,100000,23548.17693432085,0.78704,0.850804,0.185631,0.827663,-5.55473,-1.19772,-0.00575452,88.7555,-0.00293543,61.8959,97.07526581899947,1.31522
0.0176291,166.722,60.3346,1590000,106.38564034200317,-130.699,66.4783,2.85312,0.726905345916748,0.0792435,-62.5896,32.69636950799395,20700,-0.137164,100,0.511048,235.7570586879956,0.07269053906202316,0.00968975,-14.5890598066,-0.0047721,0.0246901,-14.5723059873,-2.63464,-0.531731,-0.00353136,23.8563,0.000562197,1.42415,23.8499,-129.251,101000,23785.125637456847,2.11242,0.903481,0.192054,0.850862,-6.45078,-1.66092,-0.00636688,169.407,-0.0126423,62.2077,96.67504883799847,1.4664
0.00968808,90.1917,59.6177,1605000,106.67243539599804,-110.315,75.905,4.51825,0.2852332890033722,0.0739547,-62.4213,32.9623729319901,20900,-0.137668,101,0.510991,237.50249525898835,0.02852332964539528,0.0151442,-14.5051128738,-0.00464619,0.0241284,-14.5347876298,-2.64547,-0.445002,-0.00372972,23.3556,0.000385159,1.85217,23.4693,-107.76,102000,24022.428540389836,2.38747,0.850695,0.190488,0.903335,-6.30626,-1.04168,-0.0059425,93.3808,0.0031152,62.5497,97.86768693100021,1.28385
0.0151434,93.145,59.4723,1620000,106.7985210170009,-119.545,71.356,1.42595,0.7164210081100464,0.0243628,-62.1673,33.10720925298665,21100,-0.137674,102,0.493253,237.5748797699889,0.07164210081100464,0.00940946,-13.8596256804,-0.0045651,0.0219927,-13.8803049063,-2.64743,-0.412997,-0.00362043,23.2843,0.00034419,1.9879,23.1461,-114.266,103000,24260.176288027826,0.289572,0.857006,0.189409,0.850658,-6.48949,-1.05146,-0.00578906,98.1163,-0.0153006,63.0457,97.66914950000137,1.17864
0.00940162,95.1523,60.5337,1635000,106.53913727500185,-103.699,65.6033,2.56638,0.6431861519813538,0.0555631,-63.0002,32.87356037000063,21300,-0.139143,103,0.489483,237.25585149900144,0.06431861966848373,0.0140581,-14.7316417373,-0.00444106,0.021988,-14.7184309356,-2.63149,-0.405229,-0.00293249,22.2405,0.000537957,1.92186,22.2691,-102.771,104000,24497.53428583982,0.505353,0.879531,0.184211,0.856229,-5.56266,-1.00072,-0.00581436,96.1396,-0.00748429,62.6915,97.84315385399896,1.08779
0.0140075,153.303,60.7675,1650000,106.43899101199713,-121.645,59.9222,1.37865,0.4744892120361328,0.050212,-63.4245,33.165828272998624,21500,-0.138335,104,0.517848,237.55112332699355,0.04744892194867134,0.0173153,-15.115398574,-0.00448929,0.024247,-15.1273864919,-2.63698,-0.555069,-0.00349886,23.1084,0.000427401,3.37133,23.2473,-119.192,105000,24735.01433936581,2.85839,0.841791,0.190367,0.876551,-5.71157,-1.1511,-0.00598878,176.283,-0.00232247,63.3518,97.94630404199779,1.25303
0.0173243,284.682,62.2678,1665000,106.45814419599992,-96.6996,51.9721,1.42837,0.7987298369407654,0.0574588,-64.947,33.010975734996464,21700,-0.135857,105,0.464874,237.34514438299448,0.0798729881644249,0.0154339,-13.4921370095,-0.00463372,0.0210426,-13.53602894,-2.65403,-0.560912,-0.00332769,21.362,0.000488455,1.68944,21.2132,-94.4655,106000,24972.06057034581,0.396554,0.852587,0.171884,0.842191,-6.27744,-1.33221,-0.00600705,278.145,-0.0151864,65.2621,97.87602445199809,1.19042
0.0154317,208.141,62.35,1680000,106.61705856999833,-89.2381,50.4262,4.36689,0.69002366065979,0.13885,-64.7631,32.956266740999126,21900,-0.13706,106,0.501111,237.15132511299817,0.06900236755609512,0.01354,-16.0117195382,-0.00455356,0.0221618,-16.0332588847,-2.6471,-0.543057,-0.00373377,21.4879,0.000316299,1.40718,21.4525,-89.9623,107000,25208.36948548081,0.467206,0.846292,0.183852,0.852457,-5.40142,-1.03742,-0.00554061,175.01,-0.00291143,64.9838,97.5779998020007,1.10949
0.013538,101.346,62.4352,1695000,106.52240208100193,-114.223,66.6108,1.4644,0.7499318718910217,0.088533,-64.1457,32.79853459001242,22100,-0.138719,107,0.518267,236.0575225510147,0.07499318569898605,0.0166038,-14.7532144657,-0.00479497,0.0221626,-14.7698534103,-2.62861,-0.548599,-0.0036828,21.586,0.000408427,3.65021,21.405,-107.964,108000,25445.25591721682,1.25476,0.706324,0.192783,0.846234,-5.87028,-1.66902,-0.00593084,102.045,-0.000330588,65.1857,96.73658588000035,1.10792
0.016541,155.409,62.2948,1710000,106.19346232300086,-97.9948,63.0676,1.47589,3.0843234062194824,0.084437,-64.8008,32.74206050700013,22300,-0.139044,108,0.505674,236.50199199000053,0.30843234062194824,0.0186523,-13.6527494074,-0.00475074,0.0246351,-13.6421823909,-2.64651,-0.587732,-0.00356668,22.4468,0.0005232,1.6893,22.3987,-97.4853,109000,25680.64981480382,1.01473,0.81145,0.18875,0.703693,-6.97534,-1.02062,-0.00664471,154.122,0.0030643,64.8273,97.56646915999954,1.18737
0.0186405,126.138,63.7438,1725000,105.47561060999942,-100.913,68.5064,1.45913,1.1710076332092285,0.0806812,-65.9574,32.52671851399282,22500,-0.139018,109,0.458352,234.46247326398952,0.11710076779127121,0.00965283,-15.092827916,-0.00462435,0.0191847,-15.1373577004,-2.65976,-0.642685,-0.00355384,19.7086,0.000498384,2.25414,19.5889,-100.18,110000,25916.537230638813,0.695369,0.840585,0.169561,0.81099,-5.49338,-1.17402,-0.00610293,136.487,-0.0237424,66.4087,96.46014413999728,1.03728
0.00966121,238.615,61.3767,1740000,105.73761090799962,-102.063,79.7711,1.43493,0.8024892807006836,0.0434944,-64.0472,32.73429597901122,22700,-0.137833,110,0.520066,236.35735394101357,0.08024892956018448,0.0158715,-13.9904551326,-0.00462999,0.0265075,-14.0053291803,-2.6277,-0.700064,-0.00353871,22.839,0.000462784,2.63526,22.8169,-99.7643,111000,26152.582432177827,0.897423,0.831071,0.193598,0.841277,-6.31099,-1.56988,-0.00598142,219.642,-0.00410516,64.528,97.88544705400273,1.08515
0.0158697,174.145,62.1461,1755000,106.30740430500009,-126.491,73.8289,1.48566,0.9177395105361938,0.0883637,-65.0919,33.15519596396916,22900,-0.138611,111,0.513658,237.03734302096927,0.09177394956350327,0.0184533,-13.7520104467,-0.00478117,0.0241754,-13.6854869529,-2.63848,-0.82472,-0.00387418,22.1646,0.000395694,1.77693,22.2901,-125.73,112000,26389.416168871798,2.22899,0.880474,0.186777,0.831008,-5.93726,-1.21452,-0.0058948,184.407,-0.0307222,64.7257,97.57474275200002,1.25076
0.0186228,185.116,64.5876,1770000,105.0794927450006,-109.104,55.4261,1.41086,0.5333699584007263,0.0931279,-67.1568,32.859950842001126,23100,-0.138375,112,0.456614,235.3113399790018,0.05333699658513069,0.0127415,-15.315095515,-0.00461187,0.0222166,-15.2878622979,-2.66141,-0.87592,-0.00336804,20.2471,0.000569086,2.60972,20.2035,-106.289,113000,26623.2633790328,0.145315,0.884403,0.168765,0.87232,-5.08092,-1.12255,-0.00604035,191.219,-0.0220482,67.1707,97.37189639200005,1.01385
0.0127059,243.078,63.5138,1785000,105.71229649700035,-114.539,65.0942,1.3579,0.4358815848827362,0.062665,-66.4087,32.47023905702008,23300,-0.138674,113,0.49141,234.0912250340225,0.04358815774321556,0.0119446,-15.3558749369,-0.00470886,0.0221853,-15.295348887,-2.64272,-0.409646,-0.00346737,20.9892,0.000443857,1.5054,20.9589,-106.362,114000,26857.817472168826,0.474368,0.858955,0.18263,0.881836,-5.61251,-1.03214,-0.00594023,241.09,0.00233242,66.6787,95.90868948000207,1.11436
0.0119467,221.878,64.8923,1800000,106.47018280300108,-115.504,53.9216,1.41391,0.6314173936843872,0.0914761,-67.6023,33.05517077198965,23500,-0.1403,114,0.482606,235.8980401199915,0.06314174085855484,0.0125219,-15.157157092,-0.00476723,0.0257718,-15.2243361155,-2.63157,-0.915165,-0.00385956,20.595,0.00041023,1.85442,20.5293,-116.104,115000,27094.23722970082,0.495778,0.858015,0.185799,0.859117,-5.43009,-1.42116,-0.00623688,225.153,0.00961612,66.9699,96.37268654500076,1.18179
0.0125218,327.302,61.8044,1815000,106.20571571300025,-120.829,81.1551,1.44949,0.6394254565238953,0.108675,-64.2064,32.55585304299893,23700,-0.139793,115,0.517536,235.65752654300013,0.06394254416227341,0.032745,-14.4019909846,-0.00445488,0.0262215,-14.4238878885,-2.64097,-0.749676,-0.00342277,24.4591,0.00043082,5.00717,24.318,-111.463,116000,27329.813642467823,3.2914,0.792342,0.189352,0.85783,-5.66199,-1.29195,-0.00563861,317.736,-0.0182308,65.181,96.89595778700095,1.34522
0.036648,202.543,63.3966,1830000,106.81736571800138,-100.473,89.1477,1.48854,1.1160976886749268,0.126419,-65.5328,32.85207065999566,23900,-0.139244,116,0.501949,236.48483820899492,0.11160977184772491,0.0192802,-15.3067155241,-0.00462687,0.0248766,-15.2876431117,-2.63274,-0.50628,-0.00366996,21.6197,0.000343982,2.37415,21.6766,-93.585,117000,27567.09769906682,0.590699,0.802214,0.19034,0.822343,-6.07368,-1.19145,-0.00569909,188.098,-0.0198818,65.82,96.81540183099787,1.29553
0.0192804,243.41,63.3119,1845000,106.75910483400003,-120.605,49.7518,1.46383,1.301442265510559,0.0789539,-65.8797,32.93641031399966,24100,-0.138759,117,0.493954,237.31177062699862,0.13014422357082367,0.0250589,-14.4334136524,-0.00454777,0.0254641,-14.40627271,-2.64199,-0.716253,-0.00351493,23.0686,0.000448652,2.53676,22.9201,-118.56,118000,27803.548466959823,0.770064,0.878998,0.185506,0.802201,-5.14684,-1.08712,-0.00568949,222.76,-0.00505565,65.0579,97.61625547899894,1.25977
0.025056,231.098,64.4569,1860000,105.45051188599973,-130.547,64.7902,2.54046,0.49344316124916077,0.115214,-66.5122,32.72409642702041,24300,-0.139843,118,0.503369,234.93029575901892,0.04934431612491608,0.025497,-14.2278844484,-0.00446652,0.0252715,-14.1609565042,-2.64389,-0.683371,-0.00339214,22.3271,0.000433787,2.40298,22.2065,-129.286,119000,28038.54089336185,1.0426,0.864957,0.183129,0.878906,-5.20954,-1.12834,-0.00592479,235.197,-0.0127946,66.968,96.75568744599877,1.11335
0.0240804,316.799,62.891,1875000,104.72372225599975,-118.728,62.5932,9.93491,0.8284076452255249,0.0927096,-65.4005,32.66558480398817,24500,-0.136074,119,0.497398,234.2081189219898,0.08284076303243637,0.0119442,-16.3121973254,-0.0046293,0.0251081,-16.3685196433,-2.64773,-0.846169,-0.0037135,23.5743,0.000432038,3.21306,23.3045,-119.671,120000,28272.451502145843,0.669294,0.846539,0.181657,0.835488,-6.00451,-1.1109,-0.00595658,295.305,-0.0220927,66.5616,96.8188118620019,1.25641
0.011944,251.405,65.5938,1890000,104.782181347,-136.34,97.1824,2.59306,0.7523211240768433,0.120733,-67.4996,32.649364919005166,24700,-0.141515,120,0.520877,233.9542277880064,0.0752321109175682,0.0303306,-14.9812337636,-0.00453444,0.0318916,-14.9253200307,-2.6404,-0.827817,-0.00334343,20.4307,0.000412316,2.41466,20.5597,-138.38,121000,28506.81200179085,0.44755,0.83439,0.193233,0.846534,-6.21685,-1.4295,-0.00579723,235.6,0.0153616,68.1871,96.52268152200122,1.27474
0.0301846,536.982,63.545,1905000,105.43279885200172,-113.95,155.999,4.1936,0.9467159509658813,0.175499,-66.4389,32.53666911000255,24900,-0.137017,121,0.54096,234.89953928800605,0.09467159956693649,0.0195615,-14.4141009072,-0.00469336,0.028851,-14.3530054822,-2.62164,-0.626018,-0.00374719,25.6928,0.000458253,4.38807,25.0978,-122.445,122000,28741.147000616857,0.962024,0.828329,0.192739,0.829709,-6.32072,-1.23376,-0.0059879,491.025,-0.0161756,66.002,96.93007132600178,1.35061
0.0195583,281.426,64.9146,1920000,104.92533991399978,-112.677,53.7748,4.09701,1.0024466514587402,0.0971712,-67.4026,32.80544431999442,25100,-0.139876,122,0.496773,234.0975857239937,0.1002446636557579,0.0180177,-15.9986421978,-0.00456935,0.0273641,-15.9949544501,-2.65686,-0.84035,-0.00318335,23.6667,0.000491759,2.77093,23.5054,-115.635,123000,28975.44827737086,2.54374,0.763919,0.181169,0.828224,-6.20548,-1.30951,-0.00567875,268.998,-0.00679632,67.0707,96.36680148999949,1.24909
0.0180163,203.354,64.0535,1935000,105.6175980529988,-126.672,58.3514,4.40007,1.9072048664093018,0.203298,-66.4851,32.42597817299611,25300,-0.138089,123,0.534473,234.61491937599567,0.19072048366069794,0.0436049,-15.0950518876,-0.00459455,0.0252147,-15.1311272985,-2.651,-0.616435,-0.00351763,22.4937,0.00041665,2.5935,22.5527,-128.969,124000,29209.39414570185,10.6122,0.786986,0.177062,0.763827,-5.98683,-2.58205,-0.00576021,207.202,0.0102628,66.486,96.57134315000076,2.86261
0.0436956,263.822,65.0967,1950000,105.51958563500011,-132.883,85.0751,1.36891,1.6927053928375244,0.150732,-67.8651,32.67973677199552,25500,-0.141998,124,0.530425,234.10284081399368,0.16927054524421692,0.0259508,-15.2927891555,-0.00449869,0.0284196,-15.2398903064,-2.62881,-0.791609,-0.00348506,22.5202,0.000392168,4.49883,22.44,-130.463,125000,29444.665104536853,4.10363,0.727244,0.19531,0.788627,-6.10185,-2.19625,-0.00541788,291.453,0.00597119,66.7013,95.90351840699805,2.38748
0.0265512,452.843,64.2705,1965000,105.06503920400064,-103.715,138.909,3.91743,2.3704004287719727,0.178197,-66.262,32.85311399998682,25700,-0.143333,125,0.580139,234.99115754098602,0.23704004287719727,0.0279578,-16.635112307,-0.00469859,0.036252,-16.5922443455,-2.62691,-0.983446,-0.00367609,23.4508,0.000371387,2.22857,23.4866,-100.403,126000,29679.506633944842,5.59001,0.725945,0.206235,0.742232,-5.57512,-1.47512,-0.00579567,435.224,0.008639,66.2361,97.07300433699857,1.72456
0.0276496,243.789,64.9031,1980000,105.36134298700199,-134.429,71.8423,3.10145,2.818391799926758,0.161772,-67.3987,32.823873755987734,25900,-0.139303,126,0.522947,235.10948414498853,0.28183919191360474,0.0254981,-15.6596921443,-0.00463538,0.0337709,-15.6753616503,-2.62605,-1.14531,-0.00360416,22.2277,0.000403291,3.10891,22.3662,-137.903,127000,29914.634413903823,0.987029,0.710863,0.192138,0.717605,-6.24708,-1.44483,-0.00605849,241.882,0.0123538,66.6419,96.9242674019988,1.2739
0.0273911,582.34,63.143,1995000,104.51006398400204,-127.691,52.2193,10.0005,3.0993175506591797,0.153728,-65.4736,32.734876656999404,26100,-0.139483,127,0.520858,234.1891531149995,0.30993175506591797,0.0433432,-13.9413753868,-0.00458891,0.0373273,-14.0629426384,-2.62001,-1.5,-0.00344043,26.1704,0.000473201,4.67279,25.887,-127.595,128000,30148.63566791082,0.695392,0.703172,0.19215,0.696221,-5.15569,-1.22125,-0.00586142,546.517,-0.00222262,64.7409,96.94421247399805,1.14555
0.0432425,557.279,63.466,2010000,106.12597378900318,-150.523,68.175,3.8496,3.3864400386810303,0.165807,-66.1049,32.816550905012264,26300,-0.138857,128,0.504658,235.6994816500155,0.33864399790763855,0.0232473,-14.7622980551,-0.00456319,0.0338095,-14.5817402776,-2.64403,-1.11411,-0.00322095,24.6554,0.000511581,4.95749,24.4371,-160.01,129000,30384.53193162283,2.31961,0.688106,0.176635,0.70162,-7.80225,-1.74152,-0.00584137,532.822,-0.018928,66.1245,96.75695695600007,1.39209
0.0202591,536.158,62.7949,2025000,105.03556417600339,-141.208,66.6902,9.42996,3.664475917816162,0.173396,-65.591,32.73223815498932,26500,-0.136264,129,0.534806,234.72262028398836,0.3664475977420807,0.0344508,-16.8960707884,-0.00455813,0.0385248,-16.9053609332,-2.6469,-1.25719,-0.00326952,26.11,0.000430001,3.91451,26.1988,-147.936,130000,30619.22379687583,5.15787,0.663395,0.181085,0.669649,-5.88926,-1.5872,-0.00579043,531.617,0.00345592,66.1349,96.95481795299565,1.69141
0.0320643,587.712,64.9916,2040000,105.69303704800404,-134.694,74.8691,4.50388,4.096953868865967,0.142327,-66.3412,32.54323027993814,26700,-0.139315,130,0.516231,235.16155842594162,0.4096953868865967,0.0276653,-13.996318589,-0.00476735,0.0418965,-13.9674819658,-2.63778,-1.4923,-0.00373689,24.0817,0.00041195,2.91068,23.6119,-125.94,131000,30854.50293134678,2.30583,0.707312,0.186743,0.625956,-5.856,-1.77248,-0.00596107,559.613,-0.00300959,65.7235,96.92529109799943,1.24061
0.0276009,711.334,63.8253,2055000,106.23970829299651,-143.949,90.7603,2.34919,3.1252894401550293,0.122156,-66.339,32.925057634965924,26900,-0.132035,131,0.53864,236.20893537596567,0.31252893805503845,0.0191656,-13.7904937285,-0.00465113,0.0360342,-13.7569039696,-2.63508,-1.12848,-0.0036668,28.5196,0.000422532,8.21199,28.2415,-146.649,132000,31090.78877455874,3.28993,0.629362,0.179465,0.705961,-6.33409,-1.33479,-0.00596425,695.103,-0.0244202,66.5917,97.04416944800323,1.52459
0.0192723,623.505,63.7028,2070000,105.99595915400278,-148.26,111.069,7.90759,5.429282188415527,0.0976758,-65.5844,32.692032040984486,27100,-0.132399,132,0.496689,235.81076733298687,0.5429282188415527,0.0315049,-14.8711883961,-0.00458359,0.0423016,-14.8386395438,-2.64784,-1.38668,-0.00372881,26.5386,0.00036483,5.09959,26.3418,-155.2,133000,31327.183734058726,3.14228,0.646532,0.168888,0.632228,-6.0238,-1.69473,-0.00551071,615.466,-0.0202987,65.0934,97.12277613799961,1.24166
0.0350866,801.473,63.6371,2085000,105.49031797399948,-151.568,75.4235,12.1888,4.668187141418457,0.139259,-66.1457,32.99122889398859,27300,-0.12743,133,0.520082,236.1897657009904,0.4668187201023102,0.0409668,-15.2635215816,-0.00454539,0.0351555,-15.2971338651,-2.64328,-1.33307,-0.0035841,26.0984,0.000380773,5.20442,25.7686,-157.997,134000,31562.95610525372,2.09725,0.529286,0.182628,0.66955,-5.05842,-1.36624,-0.00550969,815.709,-0.0188799,65.3215,97.70821883300232,1.54105
0.0381014,830.286,64.0972,2100000,105.84645864299819,-144.347,58.4886,5.42271,7.75452184677124,0.0841563,-66.4215,32.78910244998406,27500,-0.135216,134,0.53657,235.92712529897835,0.775452196598053,0.0530183,-14.8254313502,-0.00462767,0.0501439,-14.8650915381,-2.63785,-1.52412,-0.00346665,32.143,0.000405309,8.66452,31.6917,-156.095,135000,31798.712222027705,2.90442,0.567497,0.182868,0.568322,-6.32139,-1.7511,-0.00569374,751.365,-0.00560336,65.0695,97.29156420599611,1.4569
0.0528982,776.531,64.5226,2115000,105.6283302199954,-138.611,66.9379,5.66629,8.012137413024902,0.129202,-67.1721,32.849558842994156,27700,-0.131333,135,0.498249,235.59998104599072,0.8012137413024902,0.0412486,-13.8878284666,-0.00464268,0.0385887,-13.8912909725,-2.64058,-1.19464,-0.00362553,25.2881,0.000508199,8.72851,24.867,-159.418,136000,32034.0954292707,2.74091,0.437729,0.175016,0.56571,-8.60551,-2.05262,-0.00606231,718.367,0.00122834,65.3572,97.12209198300116,1.34518
0.0402617,801.273,64.4881,2130000,106.10394532200007,-156.001,82.9498,9.92617,9.824237823486328,0.120785,-66.9465,32.73963436001213,27900,-0.138767,136,0.557448,235.74963389201002,0.9824237823486328,0.0298166,-16.5922584962,-0.00456305,0.0629768,-16.5489523775,-2.64517,-1.71868,-0.00329751,31.7149,0.000426222,15.614,32.5891,-157.772,137000,32269.71378198471,5.10189,0.518209,0.176271,0.537683,-4.88292,-2.28432,-0.00589946,829.379,-0.0106443,67.869,96.90605420999782,1.49272
0.0298677,583.79,64.1107,2145000,105.22524206399976,-168.623,74.5426,11.0343,10.516050338745117,0.173609,-66.3754,32.8508911449826,28100,-0.138672,137,0.598507,234.85236340698611,1.0516051054000854,0.0316904,-14.0188182939,-0.00451557,0.0470281,-14.014813328,-2.63141,-1.33404,-0.0035206,25.5076,0.000367319,9.52475,25.9184,-173.038,138000,32504.397263048693,7.93101,0.354619,0.194903,0.520234,-5.74765,-1.80467,-0.00555915,612.126,0.0314917,66.52,96.77623019800376,2.33507
0.031156,1042.68,63.7741,2160000,105.79728404000343,-178.982,84.8524,14.8829,23.38155746459961,0.205952,-65.9235,32.67265190400212,28300,-0.117457,138,0.573742,235.07882463000715,2.338155746459961,0.0528261,-12.5897153786,-0.00452218,0.0434455,-12.5786129135,-2.64459,-1.1201,-0.00334785,31.795,0.000374672,12.7764,30.9482,-196.476,139000,32739.41818544469,6.04668,0.215097,0.172438,0.351601,-5.53653,-2.27239,-0.00564511,1040.69,-0.037151,65.2042,96.60888868600159,1.67141
0.0280872,1135.94,63.0926,2175000,104.82569659800356,-136.404,112.381,7.66515,33.66117858886719,0.179968,-65.6341,32.82188321996364,28500,-0.122051,139,0.588501,234.19945033296972,3.3661179542541504,0.0277011,-33.3620720053,-0.00455668,0.0517894,-34.8621891056,-2.63194,-1.3611,-0.00375106,35.4559,0.000335221,8.54135,34.3105,-137.227,140000,32973.73030765766,6.11397,0.105548,0.18774,0.270338,-5.46574,-2.31907,-0.00550565,1064.81,-0.0406365,65.5271,96.55187051500252,1.8855
0.025141,1628.4,59.7221,2190000,105.70754334500089,-182.912,334.979,26.1997,74.37728118896484,0.304277,-61.2378,32.984775613003876,28700,-0.122739,140,1.47601,235.35837650900794,7.437728404998779,0.0876082,-16.8607357385,-0.00451899,0.112816,-16.2165199031,-2.39036,-1.37858,-0.00370361,46.8861,0.000304922,107.185,45.6409,-149.869,141000,33209.69200935967,17.0251,0.0716751,0.355574,0.110546,-5.85112,-3.60522,-0.00529263,1461.4,0.0108539,69.9391,96.66605755100318,3.3546
0.02997,1390.74,63.0588,2205000,105.72901670599822,-104.87,281.87,15.8533,100.93121337890625,0.466855,-62.5628,32.80662782696891,28900,-0.0468239,141,1.33532,235.8058969689664,10.093121528625488,0.25685,229.019184372,-0.00452461,0.0795258,-45.7486489331,-2.37557,-0.693061,-0.00384304,52.5493,0.000290404,147.534,49.2527,-79.2556,142000,33445.984715091654,17.0953,0.060677,0.346667,0.0644081,-7.24503,-4.82187,-0.00518908,1203.3,0.0958454,67.8227,97.27025243599928,2.86886
0.0425471,2381.82,63.4783,2220000,106.14985365199391,-202.444,412.0,19.5748,110.43618774414062,0.568765,-65.0234,32.693365256956895,29100,-0.165322,142,2.87376,236.60183720895293,11.043619155883789,0.351135,187.959392691,-0.0045422,0.144261,1117.756432,-1.81728,-1.454,-0.00382496,78.4517,0.000307798,56.0985,77.9781,-227.767,143000,33681.89594135961,25.2439,0.0610636,0.578834,0.0539605,-5.2042,-4.92055,-0.00535539,2360.38,-0.189536,64.1079,97.75861830000213,3.72816
