Policy log std Mean,Q Predictions Std,Policy mu Std,Train Time (s),V Predictions Mean,R Predictions Max,QF Loss,Policy mu Min,VF Loss,Q Predictions Mean,AverageReturn_all_test_tasks,Policy Loss,R Predictions Min,(Previous) Eval Time (s),V Predictions Std,Log Pis Mean,Z mean eval,Total Train Time (s),Z variance eval,Policy log std Max,Policy log std Std,Policy mu Mean,V Predictions Min,Sample Time (s),Epoch Time (s),Q Predictions Min,KL Divergence,RF Loss,V Predictions Max,KL Loss,Log Pis Max,Epoch,R Predictions Mean,Number of train steps total,Log Pis Std,Z variance train,AverageReturn_all_train_tasks,Z mean train,Q Predictions Max,Policy log std Min,R Predictions Std,Number of env steps total,Policy mu Max,Number of rollouts total,Log Pis Min
-0.196622,6857.92,1.11738,101.68434401599916,1844.32,0.0039923,425403.0,-4.27192,7517.19,1834.05,-40.130877787,-1870.99,-0.00117837,93.7049423970002,6918.9,-0.383725,7.50673,11587.936088563985,0.48033,-0.0507044,0.183872,0.0441701,8.42088,31.582814381999924,226.97210079499928,8.25665,5755.005859375,21.3924,40466.7,575.5006103515625,27.4121,49,0.000733248,50000,6.50292,0.850636,-43.8742065777,12.4437,40363.8,-1.11112,0.00116194,825000,11.9855,10500,-6.8201
-0.199908,657.984,0.995334,102.3073552879996,240.503,0.00381169,10381.6,-5.56461,1309.2,237.912,-45.0277635831,-244.168,0.000294357,93.66454220800006,655.22,-0.761988,6.00434,11814.861044076988,0.372542,0.524778,0.163629,-0.017348,7.37042,31.489595191000262,227.46149268699992,2.96684,1890.5943603515625,22.2637,5733.27,189.05943298339844,31.752,50,0.00133911,51000,5.3592,0.311956,-46.9800593309,4.97504,6101.12,-1.01151,0.000724576,840000,7.64206,10700,-6.07028
-0.205445,1424.75,1.06008,102.08848745999967,522.314,0.00380706,44097.2,-5.78622,7065.52,478.563,-49.0409515878,-504.986,-6.77116e-05,93.12835711000116,1545.12,-0.528709,9.45375,12041.674831327991,0.60617,0.576252,0.181431,0.0279718,6.89527,31.487710112005516,226.70455468200635,-3.01105,4006.224365234375,21.4336,12048.6,400.6224365234375,30.1029,51,0.000918494,52000,5.94444,0.470245,-49.2739252119,7.58833,10553.2,-1.00826,0.00079362,855000,5.43989,10900,-6.08607
-0.188492,6132.77,1.09336,103.1873829569995,1630.1,0.00388225,255734.0,-4.68621,46262.0,1537.95,-59.8044689692,-1565.68,-0.000149879,93.23845234300097,6421.19,-0.518996,2.43354,12270.260235230005,0.15515,0.74434,0.197966,0.127071,7.47798,31.528791879012715,227.9546271790132,0.133688,3311.10498046875,23.1305,39461.0,331.1105041503906,33.9624,52,0.00103526,53000,6.31154,0.559718,-56.4098433857,8.80276,38045.9,-2.28017,0.000789047,870000,17.5474,11100,-5.1432
-0.165203,7.98682,0.297518,101.64306763099921,11.5554,0.00265198,1179.91,-0.902054,19.2339,10.7932,-56.2837619385,-12.8933,0.000431616,93.8695948099994,4.26488,-2.4684,5.2036,12498.006369131004,0.325918,-0.077591,0.0416463,-0.0711944,7.98081,31.815222161001657,227.32788460200027,5.58226,884.4610595703125,24.7141,51.108,88.44610595703125,1.39126,53,0.00153732,54000,0.778117,0.221068,-45.3868184067,3.4854,342.976,-0.383895,0.000392195,885000,0.70954,11300,-7.75052
-0.186296,172.076,0.752166,103.13508643299974,56.8012,0.00359237,1746.78,-4.36143,190.25,50.7117,-67.3826495294,-50.0674,0.00036794,94.28854744099954,172.655,-1.40966,2.97558,12727.286081273012,0.180547,0.114951,0.130241,-0.0585195,7.65217,31.974015207004413,229.3976490810037,-3.16591,1497.5894775390625,21.8656,1234.68,149.7589569091797,21.6693,54,0.00143535,55000,3.45428,0.497091,-52.9725832335,7.8701,1254.62,-0.799576,0.000665915,900000,3.52974,11500,-6.69189
-0.230652,5234.78,1.23062,104.07335203000002,1367.62,0.00349136,170773.0,-8.40293,4134.06,1368.79,-37.9732600682,-1383.87,0.000995465,94.17107562900128,5249.07,0.063385,6.44233,12956.946262195015,0.406419,0.098265,0.194171,-0.0505174,8.09816,31.987900663005348,230.23232832200665,2.29582,968.183837890625,23.096,36238.0,96.8183822631836,32.6161,55,0.00175961,56000,6.91901,0.183181,-39.4072766685,3.06894,36272.7,-1.41356,0.000594774,915000,11.7433,11700,-5.82257
-0.16229,1074.7,0.837268,102.6040982630002,253.067,0.00381687,2915.16,-7.51526,3007.39,261.449,-53.423600397,-266.15,-0.000336484,93.5998546710016,1046.13,-1.48442,5.6996,13184.60662155001,0.378615,1.06666,0.138956,-0.0500929,5.77529,31.696709527996063,227.90066246199785,5.96168,4153.853515625,23.2114,12662.8,415.3853454589844,29.045,56,0.00078875,57000,4.88491,0.443163,-53.8361134492,7.12691,13020.9,-1.12552,0.000665779,930000,3.94598,11900,-6.38028
-0.165707,77.534,0.542837,102.78904632600097,23.5365,0.00319185,7794.28,-3.24596,374.505,24.9209,-51.6303735219,-28.8947,6.70778e-05,93.35990657600087,65.8501,-2.04684,2.19007,13413.235634923003,0.150897,0.618866,0.101758,-0.044919,6.70768,31.86844309199114,228.01739599399298,1.90441,2065.16845703125,24.9882,573.489,206.516845703125,14.4724,57,0.00132783,58000,2.5576,0.336588,-51.6414883207,5.12197,780.753,-0.745651,0.000526585,945000,3.12177,12100,-8.2313
-0.147293,1.99541,0.164099,102.37125690399989,8.46645,0.00231369,414.379,-0.472744,12.4114,9.57279,-51.7218623606,-11.7247,0.000694696,93.97207285300101,0.93841,-2.65265,2.24929,13640.526710589003,0.169277,-0.0788457,0.0089078,-0.0455801,6.915,31.666648762000477,228.00997851900138,5.8712,1691.9637451171875,24.8988,10.6321,169.19638061523438,-1.29982,58,0.00144747,59000,0.447059,0.188587,-51.0008741248,2.84351,29.429,-0.265321,0.000330259,960000,0.393274,12300,-4.93805
-0.17393,156.047,0.567367,103.11399422500108,47.9281,0.00330537,2014.92,-2.89351,34.5243,44.5688,-56.4363684817,-47.2473,0.00054506,93.25402579299953,157.76,-1.96323,3.06176,13870.049938153998,0.214937,0.377572,0.117388,-0.03325,7.39679,31.782807934994707,228.15082795299531,1.92748,1106.5628662109375,23.5013,1289.32,110.65628814697266,13.8577,59,0.00161102,60000,2.77746,0.275055,-53.0104091767,3.72303,1248.18,-0.955496,0.0004507,975000,3.52534,12500,-5.91076
-0.187514,833.779,0.844291,104.39716510200014,234.221,0.00325993,37687.7,-4.54258,9174.27,214.182,-34.6762622451,-219.627,0.00106787,94.62684718699893,920.619,-1.21899,3.25301,14100.292503080005,0.193915,0.283484,0.135873,-0.0612754,7.80971,31.812667131003764,230.83667942000284,6.06493,910.93017578125,23.1599,9928.0,91.093017578125,21.6661,60,0.00172735,61000,4.33743,0.207973,-33.0149137924,3.04129,8764.03,-1.09619,0.000383675,990000,3.90799,12700,-8.47537
-0.131088,2.04617,0.0924894,102.17717054199966,5.42203,0.00290281,1731.09,-0.516398,0.770924,3.58165,-42.9283620889,-5.45408,0.000736518,94.03378770899872,1.47165,-2.71057,2.23628,14327.910359245996,0.125216,-0.0429359,0.0103727,-0.0277333,2.47562,31.946439153996835,228.1573974049952,-2.72473,887.31396484375,24.535,10.1549,88.73139953613281,-0.823711,61,0.00178359,62000,0.33603,0.214559,-41.5696431679,3.73497,12.5227,-0.171348,0.000394036,1005000,0.534109,12900,-5.48911
-0.139452,8.29751,0.133769,103.91998767699988,8.58363,0.00263448,560.932,-0.381268,33.4013,7.81178,-67.9905661465,-10.3769,0.00104471,93.49528013799863,2.90012,-2.68901,0.684563,14557.663833120985,0.0691922,-0.089385,0.00852223,-0.0512768,3.69377,31.444431708989214,228.85969952398773,1.53495,595.4790649414062,25.279,142.88,59.547908782958984,-1.40959,62,0.00182411,63000,0.40485,0.0989087,-67.8132236012,1.86028,501.353,-0.154036,0.000332845,1020000,0.296819,13100,-5.52767
-0.531267,13082.5,3.48291,103.40728344600029,13098.3,0.00395843,5.47645e+06,-21.6731,54898.7,12734.5,-69.493509325,-12936.5,0.00129786,94.3889915539985,13331.3,14.5123,0.287719,14786.895994069,0.0407135,2.0,0.411882,0.00712399,4.377,31.733283305011355,229.52955830501014,30.3187,178.57525634765625,24.6437,111107.0,17.857526779174805,39.3124,63,0.00249682,64000,9.69936,0.0379891,-65.5006287258,0.281334,110868.0,-1.99604,0.000560539,1035000,41.6899,13300,-6.33665
-0.617936,12701.7,4.13628,103.36479146700003,16802.2,0.00381681,5.28253e+06,-46.8577,35349.4,16545.6,-66.3371771417,-16687.5,0.00121808,94.0924608869991,12860.1,15.9876,0.896274,15016.348549212009,0.0694967,2.0,0.370548,0.188131,16.3808,31.580220779011142,229.03747313301028,11.8348,152.86729431152344,25.0627,103327.0,15.28672981262207,52.1256,64,0.00271144,65000,6.58748,0.0374334,-65.2167414961,0.276439,102203.0,-2.14212,0.000510164,1050000,49.7508,13500,-6.24051
-0.591813,10560.4,5.09962,103.3007378020011,15444.0,0.00385767,2.0716e+06,-43.1109,16948.6,15176.1,-63.9175699554,-15426.8,0.00154994,94.50831189200107,10707.5,16.9901,0.686967,15246.198352943016,0.0563662,2.0,0.485757,0.185374,260.036,31.92451574300685,229.73356543700902,277.409,148.47476196289062,26.0696,95071.3,14.8474760055542,51.3393,65,0.00273205,66000,5.59999,0.0395137,-63.389739898,0.37726,90669.3,-2.51369,0.000409162,1065000,62.4834,13700,-3.9567
-0.591335,10354.5,3.83884,104.57938510299937,10693.2,0.00397353,1.53467e+06,-55.6746,30742.3,10467.5,-58.8761544617,-10565.2,0.0014479,94.62514167799964,10447.7,13.3232,0.46132,15477.849901265014,0.0455519,2.0,0.310176,0.103526,35.2628,32.023873627000285,231.2284004079993,8.714,154.617431640625,24.027,106144.0,15.461743354797363,43.7443,66,0.00252597,67000,6.31276,0.0602592,-60.1278503878,0.759478,104651.0,-1.72828,0.000448381,1080000,66.2964,13900,-5.49055
-0.606034,9142.93,3.95026,101.9282025880002,8888.13,0.00374723,1.46303e+06,-9.39774,13315.5,8708.09,-62.4370963694,-8859.93,0.00149245,95.04886008499852,9346.42,12.2935,0.754192,15706.111493838014,0.0551339,2.0,0.31844,0.251544,16.1569,31.888525828999263,228.865588501998,11.2347,165.12611389160156,23.6252,46003.4,16.512611389160156,32.8126,67,0.00266282,68000,7.25626,0.0889081,-59.7567516744,1.35033,45180.1,-2.15017,0.000480861,1095000,66.2932,14100,-6.54448
-0.474579,9881.25,3.22498,103.6908403139987,7555.74,0.00374226,2.59232e+06,-5.62071,8025.48,7469.8,-56.9610440327,-7559.76,0.00126544,94.44571961400106,9984.74,8.10399,1.96083,15936.308931695015,0.112535,2.0,0.359751,0.140603,17.3272,32.12125081800514,230.2578107460049,7.22035,339.8190002441406,23.7021,65925.0,33.98189926147461,40.4117,68,0.00226671,69000,9.30166,0.224007,-52.8919585611,3.90063,65224.2,-2.66281,0.000619691,1110000,57.363,14300,-7.07054
-0.475032,12267.9,4.69173,103.50345084299988,10085.0,0.0040028,2.82285e+06,-11.0627,8503.52,9944.65,-48.8876112003,-10086.4,0.000327945,94.38674479200017,12412.7,9.69277,1.81137,16165.466680216025,0.100657,2.0,0.404687,0.371358,16.0017,31.682486383009746,229.5726820180098,10.0489,406.8653869628906,23.9043,65791.3,40.68653869628906,43.4948,69,0.00236401,70000,9.9831,0.0255373,-48.026877789,0.161615,65598.8,-2.47783,0.000718201,1125000,79.6488,14500,-4.99566
-0.384512,6899.08,2.27065,104.18951630800075,3810.84,0.00368309,377803.0,-23.4548,25945.2,3679.21,-32.4543382333,-3732.37,0.00109765,93.97205162499813,7088.7,4.36122,2.25278,16394.93629071202,0.12075,2.0,0.33202,0.0770882,14.8105,31.676387707004324,229.8379556400032,8.97831,413.6090087890625,23.2531,36896.9,41.36090087890625,42.1462,70,0.0022114,71000,8.14122,0.019494,-37.0112850233,0.167417,35390.0,-2.7322,0.000569749,1140000,39.6757,14700,-10.9447
-0.410826,7810.82,2.31416,103.1097737500022,4642.0,0.00381771,615608.0,-30.5838,5919.31,4602.88,-30.8731944762,-4655.88,0.000249529,93.60472256600042,7861.68,5.2761,3.53888,16623.705827001017,0.182487,2.0,0.374191,0.0245945,13.3687,31.993205366998154,228.70770168300078,9.57371,629.3238525390625,23.4481,42148.9,62.9323844909668,47.6476,71,0.00211982,72000,9.41749,0.0547925,-43.8906911185,0.80359,40724.8,-2.89725,0.000726037,1155000,23.7918,14900,-6.47851
-0.393933,9464.63,2.28488,104.69691370199871,5479.46,0.00377883,1.40497e+06,-11.6351,48669.2,5491.98,-33.0707719393,-5594.21,0.000199324,93.66702636599803,9477.95,4.61279,1.8003,16853.66310409,0.0964633,2.0,0.371928,0.0268657,10.9472,31.532988265986205,229.89692833398294,8.66493,895.26806640625,21.4348,46723.6,89.52680969238281,41.783,72,0.00207647,73000,9.49727,0.181296,-46.3295158877,3.3751,46421.6,-2.75507,0.000778342,1170000,38.7492,15100,-6.7094
-0.345379,7632.88,2.44759,104.40811435000069,4027.97,0.00388558,1.04933e+06,-50.3399,5834.07,3977.82,-38.0868632116,-4036.49,0.000322217,93.72793496200029,7732.6,3.38188,2.9988,17083.693465671993,0.154095,2.0,0.333571,0.0632671,8.2218,31.61098202798894,229.74703133998992,8.10893,722.535400390625,21.9891,63280.1,72.2535400390625,43.3544,73,0.00201315,74000,9.07176,0.0294973,-33.1065288003,0.320036,61626.6,-2.524,0.000647495,1185000,66.4114,15300,-5.25618
-0.366507,5231.84,1.71105,103.61745771500136,2594.37,0.00359872,441397.0,-14.4838,6569.86,2533.02,-26.4836343062,-2583.93,0.00133775,94.01268207700195,5345.44,3.06745,1.3742,17312.602790429002,0.0756564,0.489262,0.313371,-0.105873,4.63112,31.47583198301072,229.10597177501404,4.16963,406.954833984375,20.8586,38069.3,40.69548416137695,49.902,74,0.00222881,75000,8.239,0.137309,-32.4866427093,2.58046,38791.1,-2.31757,0.000442185,1200000,11.7773,15500,-6.30671
-0.300827,5876.1,2.72176,105.90826141800062,2308.39,0.00372615,358802.0,-47.7642,9695.7,2267.35,-55.2969535283,-2302.08,0.00104135,93.81651962899923,5996.73,4.4366,0.708246,17545.044595236992,0.0515221,2.0,0.290762,-0.051459,0.680367,31.848960795985477,231.57374184298533,-1.57028,462.6235046386719,28.2502,204166.0,46.262351989746094,51.8091,75,0.00231757,76000,9.14055,0.0673283,-35.4124215856,1.09491,201804.0,-5.20395,0.000667674,1215000,142.407,15700,-7.85912
-0.330581,12280.2,5.55183,103.83356752100008,7235.72,0.00380818,6.58201e+07,-93.6223,290786.0,6971.31,-35.5713494833,-7004.95,0.00102287,94.68518158200095,12734.5,8.50062,0.42753,17774.481174598997,0.0077271,2.0,0.441203,-0.876343,-1.33272,31.88426853900819,230.40301764200922,-2.19932,500.3392639160156,20.9924,373911.0,50.03392791748047,50.1217,76,0.00234033,77000,12.2769,0.0547213,-24.0456425086,0.798623,358363.0,-2.71151,0.000706352,1230000,349.722,15900,-6.3497
-0.219593,16784.4,8.31563,103.79051796699787,13933.4,0.00411206,6.0877e+06,-59.8389,114562.0,13593.4,-43.089732807,-13878.7,0.00142367,93.71926362600061,17375.1,12.6916,0.371456,18002.841474819004,0.00953848,2.0,0.607806,-1.15324,-2.47482,31.638751158006926,229.1485327510054,-3.01127,268.75433349609375,19.5449,114618.0,26.87543296813965,53.0509,77,0.00271954,78000,14.5523,0.0131565,-11.8479000858,0.0604689,110324.0,-3.46237,0.000559858,1245000,71.7855,16100,-5.57799
-0.356471,19341.7,4.80071,104.51009164999778,22221.4,0.00418795,8.90957e+06,-71.4346,85381.0,21838.9,-33.2767864069,-22261.5,0.00131082,92.93216161300006,19697.1,14.1671,0.154163,18234.24173606,0.0199505,2.0,0.468432,-1.05202,-0.515142,31.937832535004418,229.38008579800226,-2.37703,245.77330017089844,141.062,112439.0,24.577329635620117,50.2731,78,0.0028387,79000,12.78,0.116088,-31.4603365105,1.73315,107384.0,-1.63342,0.000665296,1260000,65.121,16300,-4.72202
-0.534374,17047.1,4.09788,104.12798811500033,21596.1,0.00429188,6.80274e+06,-43.6891,50278.2,21303.8,-43.9631777981,-21616.8,0.00156436,94.95291885300321,17190.6,16.2378,0.225023,18465.79732308301,0.0152975,2.0,0.38677,-1.10137,-8.96538,32.06969951900828,231.15060648701183,-7.1067,289.8663024902344,18.3489,141394.0,28.986631393432617,47.4877,79,0.00298964,80000,9.69791,0.0200516,-34.3367931276,0.0870777,139975.0,-1.45801,0.000562323,1275000,50.5295,16500,-5.0488
-0.616686,17289.7,4.30716,105.17454429399731,24617.0,0.00415025,9.14153e+06,-149.975,92126.8,24357.9,-60.6771476482,-24840.0,0.00202079,95.35844760799955,17397.0,17.4926,0.387304,18697.704280806996,0.00952764,2.0,0.291658,-0.979607,-10.8396,31.972784352994495,232.50577625499136,-13.6758,228.05001831054688,16.7515,354495.0,22.805002212524414,46.5294,80,0.00307448,81000,7.19082,0.0159827,-41.5732314683,0.0691475,347080.0,-1.43588,0.000465309,1290000,167.816,16700,-5.25667
-0.60778,20299.2,3.21679,103.58883838499969,26754.1,0.00418583,3.3414e+06,-113.45,114710.0,26603.5,-31.7859811614,-27009.2,0.00146994,94.76129554499857,20419.6,15.2884,0.177905,18928.448275588005,0.0172914,2.0,0.293945,-1.23352,-28.0994,32.52392228900135,230.8740562189996,-15.1406,416.160400390625,17.9284,355983.0,41.61603927612305,44.4925,81,0.00297153,82000,9.30522,0.0230547,-30.0572097595,0.23665,349627.0,-1.60694,0.000679502,1305000,7.07558,16900,-5.38592
-0.577158,18927.0,3.03832,103.57762094699865,23339.3,0.0043087,9.30373e+06,-46.1435,55664.1,23020.3,-29.6655003723,-23398.0,0.00200998,94.63165840500005,19122.0,14.2695,0.277044,19158.13221962999,0.0113951,2.0,0.266477,-0.756829,-16.4205,32.23983381298967,230.44911316498838,-13.5542,287.104248046875,29.5915,190814.0,28.710424423217773,55.6277,82,0.00304405,83000,9.23012,0.203623,-29.1976709061,3.39562,185717.0,-5.70286,0.000556284,1320000,19.1055,17100,-5.21508
-0.670757,16295.5,3.12505,102.97015903400097,29043.9,0.00448582,7.94553e+06,-6.13785,331196.0,28973.8,-28.7458804797,-29551.7,0.00176271,93.86745849299768,16301.3,17.2061,0.322673,19387.23011041799,0.0083887,0.728258,0.206046,-1.13497,-22.6934,31.79104006599664,228.6286575929953,-15.0258,240.4236602783203,15.2154,93263.9,24.04236602783203,40.1796,83,0.00323592,84000,6.20897,0.224549,-28.0809987759,3.62327,90931.9,-1.52744,0.000566724,1335000,12.1204,17300,-4.89633
-0.680392,15492.2,3.33301,103.28706572499868,30181.1,0.00419309,1.27928e+07,-22.0002,50371.5,29799.1,-28.1345886956,-30200.8,0.00247129,94.3370132960008,15662.8,17.9644,0.189162,19616.57743746198,0.0147225,1.11242,0.167752,-1.01007,45.4292,31.699727132996486,229.32380615399597,-8.39855,194.55126953125,121.702,112848.0,19.455127716064453,49.4827,84,0.00329252,85000,4.60597,0.0130043,-27.518348582,0.241717,111297.0,-2.48117,0.000458499,1350000,28.7619,17500,-6.29236
-0.676715,18030.8,3.24083,102.82683302999794,31385.3,0.00430516,7.93413e+06,-16.2228,28226.2,30842.5,-28.4091531447,-31298.1,0.00222327,94.36145416599902,18237.6,15.9569,0.342341,19844.616465174982,0.0102296,1.06117,0.252336,-0.91235,-32.5165,31.495304006009974,228.68359120200694,-11.372,239.8031005859375,300.477,91852.2,23.980310440063477,45.4045,85,0.0032921,86000,8.35815,0.0462665,-28.2837512071,0.527243,89002.0,-1.79625,0.0004751,1365000,17.6181,17700,-6.06982
-0.698449,17821.3,3.32882,102.51976518599986,34398.1,0.00429922,1.57048e+07,-82.0586,95671.6,33733.8,-25.1101771837,-34207.6,0.00246922,93.71767187599835,18070.8,16.6967,0.238257,20072.333208807977,0.0142444,2.0,0.221201,-0.953365,-27.132,31.759826614001213,227.99726367599942,5.03003,205.63473510742188,128.726,189687.0,20.563474655151367,48.9886,86,0.00337445,87000,5.91984,0.0103715,-24.5766562294,0.318502,188553.0,-2.22972,0.000439843,1380000,21.5312,17900,-4.42722
-0.688418,15286.7,3.15759,103.23609216099794,36762.6,0.00444351,1.40623e+07,-44.6867,31357.0,36339.8,-27.3395192578,-36688.4,0.00233176,93.43806951199804,15350.1,16.8145,0.235936,20300.888211483976,0.0153444,2.0,0.221377,-0.938743,-22.2705,31.473004040006344,228.14716571300232,4.24704,215.68560791015625,11.1534,143953.0,21.568561553955078,46.9213,87,0.00340388,88000,4.62622,0.00800698,-28.4046516692,0.388713,143302.0,-1.87057,0.000458806,1395000,14.7598,18100,-5.0945
-0.654629,17546.2,2.9483,101.93339092799943,33403.8,0.00440735,2.86012e+07,-34.5983,147090.0,33214.7,-19.3273712599,-33498.2,0.00240341,93.84686185300234,17454.7,14.5671,0.347512,20528.478157271984,0.00851331,2.0,0.249838,-0.921572,-38.58,31.959452532002615,227.73970531300438,-15.362,240.45689392089844,520.795,127062.0,24.045690536499023,49.6697,88,0.00339433,89000,7.2268,0.0102317,-23.6616967584,0.460412,129834.0,-1.82666,0.000456411,1410000,38.6424,18300,-4.64539
-0.73494,12008.5,3.41429,102.5892758359987,37404.8,0.00432083,1.51185e+07,-47.7601,72906.0,37152.4,-28.0233999254,-37605.6,0.00252445,93.69823891800115,11975.0,17.5685,0.354273,20756.507393421998,0.0112833,2.0,0.232666,-1.04896,260.633,31.479534585014335,227.7670493390142,0.137897,215.98373413085938,19.7556,91136.3,21.598373413085938,48.8201,89,0.00347009,90000,4.6125,0.0113001,-28.3411022384,0.287942,89073.8,-1.84794,0.000491979,1425000,54.5828,18500,2.3683
-0.697235,14742.1,3.48657,102.6836970430013,33926.6,0.00449803,1.69853e+07,-77.41,69286.3,33712.4,-28.1452757653,-34084.6,0.00248431,93.96109474100012,14687.1,16.5995,0.222766,20984.74784102899,0.0156512,2.0,0.24211,-0.977587,-43.1724,31.564418417994602,228.20921020199603,-0.0540975,229.52734375,10.679,136853.0,22.952733993530273,49.0702,90,0.00348621,91000,5.50804,0.0168059,-27.9893462868,0.177872,137872.0,-1.89168,0.000492548,1440000,67.7142,18700,-3.7921
-0.763247,14554.0,5.27591,102.69045296699915,34778.0,0.00445724,1.13916e+07,-381.368,48189.3,34638.0,-22.8224745557,-34936.5,0.00231071,93.99341672599985,14513.7,16.4083,0.376353,21212.467192598997,0.0101924,2.0,0.239015,-1.22691,23.1964,31.61636794700098,228.30023763999998,35.419,214.6124725341797,10.5005,515168.0,21.46124839782715,43.1937,91,0.00334828,92000,3.22878,0.00974066,-23.5325656169,0.400821,514218.0,-2.14697,0.000481134,1455000,69.0535,18900,-4.17317
-0.726134,10781.3,3.02752,102.54571827399923,34575.3,0.00446554,1.08482e+07,-42.9589,47574.2,34171.9,-24.7658301971,-34418.0,0.0025392,93.41310010100278,10736.2,16.4717,0.749862,21440.372503683997,0.00611087,2.0,0.199688,-1.19893,20.9513,31.462437263995525,227.42125563899754,-14.8986,205.13604736328125,6.18398,124161.0,20.51360511779785,48.602,92,0.00339258,93000,3.3658,0.0157145,-23.9862882698,0.34565,123529.0,-1.94589,0.000449157,1470000,36.0897,19100,-3.55436
-0.687748,13360.4,10.1092,101.95682309200129,33263.9,0.0044914,1.59721e+07,-498.309,104489.0,32909.4,-21.3255403659,-33160.5,0.0025305,93.8979683860016,13475.9,15.9946,0.446367,21668.018719705004,0.00901386,2.0,0.43826,-1.05653,50.5913,31.823464987002808,227.6782564650057,52.2567,224.54864501953125,176.868,452737.0,22.454864501953125,49.5561,93,0.00347535,94000,5.83708,0.00733405,-22.6952702924,0.472929,448559.0,-2.08847,0.000474731,1485000,285.482,19300,-1.14072
-0.7736,9744.32,3.12135,102.65833006600224,32460.0,0.00441146,1.23709e+07,-45.2998,17112.9,32278.6,193.945492535,-32485.2,0.00251029,93.8667436700016,9747.34,14.9173,0.279957,21895.832786686005,0.0154839,2.0,0.289841,-0.867278,-24.7213,31.527273868996417,228.05234760500025,-1.74331,218.91233825683594,22.4497,76404.1,21.891233444213867,50.0979,94,0.0034493,95000,4.84504,0.0105353,325.498815292,0.445555,75590.5,-2.23382,0.000451935,1500000,61.6458,19500,-3.91272
-0.733798,9528.33,3.69282,102.79054600999734,31614.6,0.00447549,8.71043e+06,-42.9506,107932.0,31607.8,-28.0138001155,-31866.1,0.00247216,93.62971540799845,9503.33,15.9944,0.348428,22123.81211216701,0.020976,2.0,0.322862,-1.13592,274.165,31.653321444999165,228.07358286299495,-6.43304,225.21176147460938,9221.3,133275.0,22.521177291870117,51.8219,95,0.00354003,96000,5.29288,0.013143,-27.6938755764,0.329078,131473.0,-3.10598,0.000432901,1515000,66.7949,19700,0.210214
-0.701797,10664.8,5.20223,102.14406748900001,30284.6,0.0046028,1.14537e+07,-138.891,32854.9,30040.1,-19.6213566152,-30165.1,0.0026271,93.53668590699817,10675.8,16.5138,0.284272,22351.534188415,0.0138957,2.0,0.381725,-0.826245,2.21684,31.65221903999918,227.33297243599736,-0.910026,208.46157836914062,384.997,240637.0,20.846158981323242,57.345,96,0.0036152,97000,4.98678,0.00826958,-18.3914926682,0.442369,240652.0,-3.30026,0.000447811,1530000,64.2839,19900,-2.83219
-0.69305,10376.1,5.13187,103.46824026200193,29165.6,0.00469753,1.21148e+07,-224.545,32636.7,29053.0,-5.36862976522,-29112.2,0.00246636,93.92605397599982,10451.3,14.495,0.296626,22580.042841570008,0.012808,2.0,0.338731,-0.917314,-9.14705,31.725621768004203,229.11991600600595,-18.534,206.61280822753906,120.39,223733.0,20.66128158569336,43.2443,97,0.00363183,98000,4.17433,0.0115142,-19.986165345,0.287745,222012.0,-2.45852,0.000465041,1545000,68.959,20100,-3.31639
-0.704117,8609.0,3.1525,102.56552593200104,28309.3,0.00465077,8.48757e+06,-22.3686,53423.8,28301.8,-17.5030680135,-28493.3,0.00254263,93.3165321919987,8595.01,13.0221,0.285647,22807.941331697013,0.0123777,2.0,0.338028,-0.767709,-7.49845,31.521357911999075,227.40341603599882,-25.1697,208.46762084960938,75.3838,75232.6,20.84676170349121,47.5078,98,0.0036021,99000,4.05861,0.0150481,-18.4681861047,0.351366,73092.7,-2.37933,0.000483993,1560000,44.7204,20300,-3.11958
-0.720528,9006.08,2.90009,103.90221154399842,26902.2,0.00482455,8.683e+06,-35.3188,17437.3,26738.8,-18.2425020339,-26876.6,0.00266857,93.81231742700038,9056.8,13.1157,0.272069,23037.208127211015,0.0119573,2.0,0.295748,-0.696502,133.091,31.884030913010065,229.59855988400886,5.09778,204.46231079101562,622.641,85714.1,20.446231842041016,48.4974,99,0.00369741,100000,4.52388,0.0100604,72.4774859183,0.299805,84562.4,-2.40524,0.000439985,1575000,63.9033,20500,-2.85867
-0.687336,8841.35,3.55776,103.42889405199821,27396.2,0.00488733,8.51699e+06,-50.5383,18852.1,27239.2,-23.542866252,-27428.7,0.00276614,93.48104563800007,8861.18,14.516,0.307923,23266.179874238016,0.0129918,2.0,0.393062,-0.871159,-8.11445,31.77836914299769,228.68830883299597,54.9846,196.64202880859375,142.566,103192.0,19.664203643798828,47.5641,100,0.00380657,101000,4.68184,0.0113721,-22.698858956,0.481108,101153.0,-2.33605,0.000417984,1590000,32.7274,20700,-3.51211
-0.797058,8730.77,4.81861,102.947422276,25138.5,0.00463603,9.27237e+06,-250.792,35109.9,24875.0,438.503331813,-25025.8,0.00281105,93.7665209049992,8757.45,12.7179,6.39912,23495.140123509977,0.00161679,2.0,0.321599,-0.754788,-4.341,31.72994877196834,228.44389195296753,91.2686,200.3356170654297,56.493,244481.0,20.03356170654297,43.4033,101,0.00380907,102000,4.41893,0.0113822,597.685311231,0.270934,240094.0,-2.20998,0.000401462,1605000,297.872,20900,-2.75242
