Policy log std Mean,Q Predictions Std,Policy mu Std,Train Time (s),V Predictions Mean,R Predictions Max,QF Loss,Policy mu Min,VF Loss,Q Predictions Mean,AverageReturn_all_test_tasks,Policy Loss,R Predictions Min,(Previous) Eval Time (s),V Predictions Std,Log Pis Mean,Z mean eval,Total Train Time (s),Z variance eval,Policy log std Max,Policy log std Std,Policy mu Mean,V Predictions Min,Sample Time (s),Epoch Time (s),Q Predictions Min,KL Divergence,RF Loss,V Predictions Max,KL Loss,Log Pis Max,Epoch,R Predictions Mean,Number of train steps total,Log Pis Std,Z variance train,AverageReturn_all_train_tasks,Z mean train,Q Predictions Max,Policy log std Min,R Predictions Std,Number of env steps total,Policy mu Max,Number of rollouts total,Log Pis Min
-0.835415,9485.66,3.83911,103.01185021600031,24578.0,0.00500439,6.75702e+06,-203.581,33684.5,24409.9,-41.8741832377,-24549.6,0.00261374,94.28281882800002,9548.84,11.8125,0.295585,23723.58618908097,0.0103215,2.0,0.378545,-0.689414,648.553,31.782159584981855,229.07682862898218,67.2896,214.71644592285156,296.033,184745.0,21.47164535522461,46.4963,102,0.00378989,103000,4.41767,0.00941077,-37.9809908254,0.250764,184392.0,-2.2752,0.000455377,1620000,215.729,21100,-4.15518
-0.917358,7611.98,3.22732,102.11918522300039,20031.5,0.00468788,6.81292e+06,-155.465,22047.0,19910.2,144.527236269,-20021.5,0.00264617,93.65358670900241,7622.32,9.3534,0.327471,23950.793309217963,0.00802283,2.0,0.461415,0.139159,8.21455,31.543237125002634,227.31600905700543,125.513,220.00502014160156,138.333,113435.0,22.00050163269043,50.3516,103,0.00374595,104000,5.06077,0.00981408,528.311009793,0.263797,114884.0,-2.28107,0.000441257,1635000,95.0366,21300,-8.39426
-0.900766,6420.57,3.13232,103.05670489600016,16484.6,0.00460844,3.49339e+06,-96.944,21184.7,16385.5,-40.1455389757,-16481.2,0.00270042,93.5449077489975,6434.92,9.92312,0.395334,24179.452242701977,0.00611731,2.0,0.327896,-0.311394,-1.58471,31.559183777008002,228.16079642200566,93.0632,237.21099853515625,108.49,59738.6,23.721099853515625,47.7979,104,0.00369639,105000,5.36352,0.00622129,-16.2162669411,0.586984,59380.4,-2.41195,0.000432927,1650000,99.2427,21500,-7.18938
-0.865323,6042.79,2.68323,103.54542333300196,14810.0,0.00472284,1.84261e+06,-112.209,45247.3,14894.3,-37.7989030686,-14987.3,0.00272025,94.04453387800095,6002.33,8.25208,0.451539,24408.77764396997,0.00583414,2.0,0.315326,-0.329861,-5.93938,31.638563491997047,229.22852070299996,51.9973,238.98634338378906,38.2796,63743.9,23.89863395690918,43.7147,105,0.00370508,106000,5.2968,0.00875248,-32.3732529031,0.487446,64931.6,-2.10077,0.000414668,1665000,41.8607,21700,-6.59544
-0.96354,6348.69,2.18847,102.30560601400066,13649.9,0.00676106,2.35113e+06,-54.0567,18643.9,13575.8,-5.48917607775,-13650.0,0.0027437,94.14231786700111,6399.31,8.39328,0.416952,24636.893827839976,0.00643284,2.0,0.410147,-0.417902,-9.87227,31.71395176200167,228.16187564300344,79.3068,685.5107421875,5480.73,56880.2,68.55107879638672,40.6831,106,0.00383184,107000,5.82679,0.00721025,1477.95720677,0.362548,56423.9,-2.75296,0.000751384,1680000,10.8148,21900,-7.44174
-0.875477,12367.6,2.48262,102.7750983870028,17896.5,0.0046324,7.94632e+06,-79.9836,502159.0,18360.1,-38.5098449903,-18390.1,0.00267567,94.09781480799938,11896.2,9.79849,0.403781,24865.009211377983,0.00666752,2.0,0.448586,-0.697795,17.7906,31.641082676000224,228.5139958710024,83.0057,331.21075439453125,1449.67,67612.8,33.12107467651367,50.6941,107,0.00369439,108000,6.2759,0.0118136,-35.2913869897,0.277277,69988.2,-2.13398,0.000428599,1695000,22.4899,22100,-6.65051
-0.898576,6294.21,2.21198,103.97881158999735,11175.3,0.0102308,1.8578e+06,-100.599,15755.2,11040.0,-32.0026505192,-11121.2,0.00275316,93.7001244359999,6314.31,6.83468,1.80626,25093.65663173497,0.00290113,2.0,0.441276,-0.415437,-78.3659,31.37309590399309,229.05203192999033,-67.905,3659.00927734375,54070.9,78008.7,365.90093994140625,42.5165,108,0.00446896,109000,5.50181,0.0113929,-13.0065120514,0.351883,77095.4,-2.47447,0.00184898,1710000,90.1224,22300,-6.8575
-0.911251,5434.08,1.99214,103.41180246099975,10837.5,0.00907352,1.28898e+06,-32.0492,15696.3,10792.4,57.4496159177,-10789.5,0.00272063,93.29628021300232,5412.91,7.31803,0.387658,25322.43705555397,0.00693233,2.0,0.406022,-0.465688,-13.881,31.652583826999034,228.3606665010011,-82.1351,1478.4814453125,41021.8,39666.2,147.84814453125,46.0013,109,0.00409946,110000,5.77222,0.0121522,116.844711423,0.30092,38909.7,-2.04258,0.00123779,1725000,4.83334,22500,-5.82656
-0.810621,7715.97,2.35394,102.90764471300281,12904.6,0.00554241,4.44985e+06,-105.307,133282.0,12735.7,-23.0900087496,-12702.0,0.00278797,93.71727533000012,7851.92,7.90189,21.2547,25550.35190705496,4.91724e-06,2.0,0.365439,-0.259005,-18.3316,31.736686854983418,228.36160689798635,93.0274,1092.71337890625,33734.8,117618.0,109.2713394165039,41.4677,110,0.00385482,111000,5.01744,0.00641329,432.864553881,0.408014,117238.0,-2.34943,0.000507093,1740000,42.6528,22700,-5.08415
-0.844802,7638.22,2.36759,101.80816894500094,11499.9,0.00873453,2.70805e+06,-63.0874,157713.0,11566.0,-39.6233040055,-11677.8,0.00275633,93.2714520590016,7466.08,8.52325,0.485019,25776.70582213995,0.0056433,2.0,0.357974,-0.430515,-23.2857,31.474719681988063,226.5543406859906,-17.151,1743.5673828125,137799.0,45607.0,174.3567352294922,45.4741,111,0.00409576,112000,6.06967,0.00374248,633.834945797,1.42416,44546.3,-2.18795,0.0011362,1755000,32.3269,22900,-5.63618
-0.759991,9024.08,2.73825,103.08493230699969,11107.0,0.00906366,1.51414e+06,-120.505,30524.2,11115.1,-31.9374535197,-11094.4,0.00277389,93.07207885800017,9103.34,7.24627,0.431667,26004.612402586943,0.0056751,2.0,0.393367,-0.506891,-38.4343,31.483437582999613,227.64044874799947,-15.5555,3470.5009765625,86641.1,98912.3,347.05010986328125,44.2801,112,0.004265,113000,5.43815,0.010189,94.026875551,0.323713,97968.3,-2.29004,0.00140483,1770000,62.8578,23100,-4.97177
-0.833991,9785.05,3.08016,103.28361313699861,11500.0,0.0046936,1.59671e+06,-108.324,162886.0,11816.6,33.4842920999,-11832.2,0.00255838,93.33923418199993,9567.56,7.7548,13.7686,26233.634099134943,7.56938e-05,2.0,0.386266,-0.403436,-103.784,31.403432389004593,228.02627970800313,44.9145,748.395751953125,107293.0,98333.6,74.8395767211914,43.1918,113,0.00376722,114000,5.01793,0.00623995,409.200256091,0.33188,101350.0,-2.32318,0.000426639,1785000,65.2181,23300,-7.05005
-0.809603,6792.65,2.15003,102.69386676299837,10535.7,0.00457625,1.52812e+06,-33.6457,30298.1,10596.6,445.871631307,-10639.6,0.00248866,94.33586591600033,6847.83,7.75703,0.569836,26462.572310833937,0.00469657,2.0,0.371323,-0.457091,-116.521,31.689935107002384,228.71966778600108,54.7816,364.7532958984375,25921.4,49064.7,36.4753303527832,42.8434,114,0.00373736,115000,4.54504,0.00614589,1713.76230229,0.335908,48746.9,-2.78925,0.00035589,1800000,52.5207,23500,-6.06258
-0.774457,6945.34,2.43785,102.84654778600088,10879.0,0.00473759,3.486e+06,-83.6636,150082.0,10554.0,194.881313336,-10586.5,0.00265421,94.55547603299783,7144.64,7.84426,2.61339,26691.099873699928,0.00188791,2.0,0.353658,-0.448565,-50.5926,31.612743064993992,229.0147668839927,40.054,515.0503540039062,56867.8,55824.8,51.505035400390625,43.7518,115,0.00384738,116000,5.3288,0.00572507,2289.36362945,0.628701,55969.5,-2.08295,0.000412515,1815000,70.7823,23700,-6.29192
-0.851461,6972.8,2.66857,103.24117619300159,9670.91,0.00483808,3.5437e+06,-5.38108,22348.8,9615.19,43.4955619152,-9591.32,0.0029126,94.06930209100028,6941.03,6.38635,0.984351,26920.337933396917,0.00348823,2.0,0.394883,-0.364675,-200.98,31.398995176987228,228.7094734609891,-43.2606,739.5478515625,279551.0,52564.9,73.95478820800781,42.8052,116,0.00375126,117000,4.19305,0.00518316,740.787853034,0.531123,49692.6,-2.21948,0.000382217,1830000,201.333,23900,-6.2033
-0.86821,7137.92,1.80391,102.90894485999888,10409.7,0.00481736,2.3164e+06,-8.26981,12152.0,10376.0,953.665283979,-10393.6,0.00277772,94.59879098200327,7079.81,6.83399,0.616645,27149.419059250926,0.00427213,2.0,0.384516,-0.664393,-213.787,31.718560773009813,229.22629661501196,-105.803,516.3042602539062,221214.0,41674.6,51.630428314208984,39.8858,117,0.00384068,118000,4.24969,0.00665563,1427.8387396,0.555624,42351.9,-2.46815,0.000419303,1845000,15.7202,24100,-6.8127
-0.823098,4059.61,1.80226,104.23063567699865,6394.97,0.00484918,1.38865e+06,-17.6549,10216.7,6316.89,2.75577452024,-6348.41,0.00291533,94.4547140509967,4099.66,6.23134,0.519573,27378.80777685393,0.00451039,2.0,0.432506,-0.516111,-138.877,31.498642710004788,230.18399243800013,-183.056,359.2898254394531,329986.0,39523.1,35.92898178100586,33.7085,118,0.00396645,119000,4.06681,0.00497641,157.690334457,0.538014,38734.6,-2.39064,0.000347337,1860000,29.7408,24300,-10.6691
-0.865735,2574.56,1.68036,104.18501794700205,4578.17,0.00491542,293025.0,-19.8715,8531.4,4492.06,1.66463228269,-4510.72,0.00289541,93.66094918899762,2603.26,5.83857,0.833332,27608.235012014935,0.00342931,2.0,0.482153,-0.613697,-118.015,31.664050109004165,229.51001724500384,-191.046,280.68084716796875,12122.1,24890.6,28.068084716796875,31.4502,119,0.00392201,120000,3.5096,0.00568904,126.182854213,0.423112,24661.2,-2.75605,0.000335904,1875000,20.6346,24500,-7.18108
-0.885101,2300.61,1.8961,103.82568399199954,3908.3,0.0045466,275209.0,-68.1914,4176.72,3873.73,22.5725795502,-3915.79,0.00285249,93.57874063299823,2304.88,6.47614,0.736227,27836.89860656694,0.00400072,2.0,0.514187,-0.545079,-111.488,31.65730125300979,229.06172587800756,-206.788,298.44232177734375,320610.0,30308.5,29.8442325592041,33.7988,120,0.00388579,121000,3.41065,0.00483468,86.1862603989,0.625657,30944.3,-2.77238,0.000302598,1890000,18.8279,24700,-7.55305
-0.901768,2559.71,1.6381,103.65140424100173,4027.96,0.00469269,339832.0,-8.62655,5882.23,4014.19,402.628531553,-4077.45,0.00288738,93.18177321799885,2570.19,5.98083,0.738349,28065.915621867938,0.00374268,0.0996884,0.500503,-0.591791,-73.7446,31.542098276993784,228.37527573599436,-175.232,298.72613525390625,257296.0,21403.2,29.87261390686035,23.3145,121,0.0038878,122000,3.3829,0.00494834,3961.10932724,0.485585,21001.5,-2.92055,0.000326005,1905000,4.02888,24900,-8.02866
-0.953808,2564.94,1.67971,103.16613691599923,4173.78,0.00473136,215059.0,-3.84178,6482.63,4142.75,1356.2664378,-4197.08,0.00296678,93.82460679600263,2588.31,6.20771,0.679072,28294.280766346943,0.00347093,0.707457,0.562222,-0.487574,-55.3914,31.7827952919979,228.77353900399976,-115.569,317.7119445800781,261210.0,17775.5,31.771194458007812,17.6586,122,0.00392563,123000,3.41822,0.00364573,1280.6745233,0.725824,17879.6,-2.82864,0.000314642,1920000,4.36023,25100,-6.81875
-0.947632,2262.34,1.68309,102.38015322099818,3459.72,0.00470954,180382.0,-25.2404,16597.0,3343.38,16898.2742032,-3357.31,0.00292165,93.41722506799852,2315.6,5.90814,0.534963,28521.862461292934,0.00367497,2.0,0.588565,-0.405065,-117.159,31.515766037991852,227.31314432698855,-491.429,322.69561767578125,426777.0,19923.8,32.269561767578125,27.1205,123,0.00390679,124000,3.6631,0.00449921,13829.1852528,0.527326,19467.4,-2.92113,0.000315871,1935000,18.0607,25300,-7.24766
-0.92777,2354.92,1.80134,102.4845762900004,3349.93,0.00476233,334470.0,-33.0454,8775.45,3334.96,11663.9681259,-3382.12,0.00292569,93.68745803399725,2350.8,6.31049,0.640717,28750.576999693938,0.00323528,2.0,0.589818,-0.336342,-24.1932,31.949007121005707,228.12104144500336,-80.2262,305.46063232421875,335250.0,19065.2,30.546064376831055,42.3156,124,0.00387337,125000,3.85973,0.00356653,10467.8494637,0.587265,19395.7,-3.10961,0.000326745,1950000,34.2619,25500,-6.22395
-0.941211,2357.72,1.78013,102.56437664899931,3131.18,0.00460777,326075.0,-4.46867,15774.6,3133.74,14761.3622977,-3174.71,0.00282468,94.28205325999807,2337.59,6.64738,0.604441,28978.518156927916,0.00373687,0.908978,0.676863,-0.460403,-30.195,31.409978604984644,228.25640851398202,-79.8371,323.67486572265625,569265.0,12934.0,32.367488861083984,19.7645,125,0.0038903,126000,4.2879,0.00298916,16545.4099747,0.805505,13369.8,-3.5178,0.000333957,1965000,4.57218,25700,-6.40351
-1.01964,2455.16,1.89876,101.9526773730031,3221.9,0.00470864,327330.0,-4.42633,15817.6,3135.71,16225.6547913,-3206.31,0.00296359,93.96763812099744,2495.27,7.5604,0.622103,29205.450149588905,0.0036322,1.0032,0.816317,-0.270544,-44.43,31.52338586098631,227.44370135498684,-49.0231,307.864501953125,213514.0,14319.8,30.78645133972168,20.1737,126,0.00389239,127000,4.19323,0.00403475,11072.758404,0.587886,15029.7,-3.96299,0.000312536,1980000,6.33515,25900,-5.37574
-1.11473,2657.05,1.94865,102.59474647100069,3448.45,0.00459941,203461.0,-65.6229,17269.7,3248.53,17971.3317942,-3392.63,0.00286787,93.45697156099777,2775.81,7.74,0.564985,29433.18198417089,0.00343098,2.0,0.881615,-0.339432,-33.3379,31.435124882980745,227.4868429149792,-16.8344,312.74871826171875,320880.0,19848.2,31.274871826171875,27.8063,127,0.00389029,128000,4.69517,0.00446231,20043.4598074,0.470045,18471.5,-3.91807,0.000333462,1995000,11.6471,26100,-8.41686
-1.09304,3104.93,1.91341,103.54446855700007,3421.8,0.00485913,601110.0,-13.0535,25437.6,3326.33,25250.6136783,-3451.49,0.00308016,93.70284613800322,3136.01,7.74041,0.518639,29661.71867200288,0.00309298,2.0,0.952158,-0.334723,-65.6162,31.35826735599403,228.60558205099733,-10.8598,316.9950866699219,96946.6,23140.4,31.699508666992188,27.6416,128,0.00408641,129000,5.18106,0.00304998,22866.3707228,0.632167,23042.4,-4.22696,0.00030647,2010000,27.9668,26300,-7.72822
-1.12679,4013.48,2.02917,103.67896785500125,3959.43,0.00493925,403404.0,-13.1388,34609.8,3906.31,26481.4463928,-4037.15,0.003085,93.63559175800037,4010.03,8.67932,0.573435,29891.33784417189,0.00256828,1.31725,1.02073,-0.309592,-54.6452,31.5955647920091,228.91012440501072,-43.8918,315.9744567871094,110252.0,31011.4,31.59744644165039,29.3015,129,0.00408192,130000,5.50209,0.00286409,23641.2812786,0.585668,30419.5,-4.32077,0.000291001,2025000,6.16678,26500,-6.19524
-1.00722,4024.56,1.94423,103.95835653700124,3349.58,0.00493574,657612.0,-11.8805,19164.4,3207.75,34538.0073454,-3323.17,0.00302728,94.34527169300054,4157.39,7.53456,0.61685,30121.03646650288,0.00177696,2.0,1.00857,-0.29025,-93.8753,31.898527328990895,230.20215555899267,-70.5926,334.28814697265625,884923.0,34387.8,33.42881393432617,44.169,130,0.00414913,131000,6.01934,0.00202297,27415.7635519,0.659008,33431.9,-4.53328,0.000355268,2040000,11.1215,26700,-6.23818
-1.19001,5895.67,2.03631,103.28771466399849,4819.17,0.00534732,1.17561e+06,-11.4888,32902.5,4671.51,26249.7799605,-4855.35,0.00305067,93.84291514399956,6031.86,8.79356,0.618444,30349.638204674877,0.00181811,2.0,1.14549,-0.36983,-162.76,31.54559034099657,228.67622014899462,-77.7039,345.8454284667969,219107.0,43333.0,34.58454513549805,34.5378,131,0.0041522,132000,6.40792,0.00175077,17278.9411747,0.821221,44009.0,-4.65286,0.000363407,2055000,8.33725,26900,-6.04637
-0.997626,7716.77,2.20663,102.75338167299924,5504.22,0.0105609,1.07121e+06,-6.84282,59726.1,5388.23,6674.35938635,-5609.83,0.00310683,93.77041195199854,7774.02,8.96746,0.974227,30577.477375498882,0.00160021,2.0,1.04241,-0.322235,-109.052,31.56762550800704,228.09141913300482,-81.2837,415.35296630859375,319752.0,59759.1,41.53529739379883,46.5157,132,0.00455197,133000,7.41725,0.00330044,24934.0277423,0.539977,58582.7,-4.69779,0.00146144,2070000,12.9821,27100,-8.37268
-0.916834,8958.78,2.30882,103.29259986299803,5697.09,0.00721169,915651.0,-9.71555,46241.3,5512.15,3331.47445811,-5722.76,0.00321845,93.51861465099864,9072.32,9.17551,3.10026,30806.935628374875,0.00195988,1.94499,1.04003,-0.362921,-111.479,32.00178456699723,228.8129990809939,-92.3972,378.8519287109375,209995.0,69584.3,37.88519287109375,38.2835,133,0.00447935,134000,8.38237,0.00246044,23349.1234746,0.867979,70043.4,-4.80381,0.000711302,2085000,8.79578,27300,-5.93747
-0.973881,10737.6,2.39177,102.89496131100168,7381.99,0.00533776,2.54034e+06,-11.8788,84242.5,7099.42,2804.96425076,-7331.22,0.00323461,94.16505403500196,10908.7,10.153,0.759254,31035.812152660874,0.00156198,1.85643,1.03191,-0.538739,-338.278,31.791485742996883,228.85150108900052,-320.743,371.388916015625,458977.0,83165.2,37.138893127441406,45.9177,134,0.0043258,135000,8.48966,0.000658386,19827.2289629,1.24905,79853.3,-4.80589,0.00038026,2100000,7.10514,27500,-6.29561
-1.17032,14790.5,2.4669,102.7230583879973,12259.0,0.00761156,5.75579e+06,-12.5145,160576.0,11612.4,5320.61110643,-12080.2,0.00312733,94.19158120700013,15262.4,11.3394,0.760182,31264.026073062865,0.00102201,2.0,1.16327,-0.477301,-469.065,31.59058615099275,228.50522574599017,-175.295,387.03082275390625,233940.0,98191.6,38.70308303833008,39.7407,135,0.00438606,136000,8.45033,0.00206127,18703.2374788,0.501459,97140.5,-4.98666,0.000776656,2115000,15.7245,27700,-6.65355
-0.929986,15542.5,2.50135,102.92783784200219,10762.5,0.010707,3.14728e+06,-30.1025,86416.2,10356.4,3569.87613018,-10752.5,0.00304836,93.9010308149991,15898.1,10.1356,0.817097,31492.068997564875,0.00149782,2.0,1.04565,-0.450278,-146.999,31.33100594201096,228.15987459901226,-153.286,464.562255859375,225730.0,111817.0,46.45622634887695,43.2824,136,0.00479256,137000,9.64185,0.0018379,11812.6533093,0.471956,109828.0,-5.15585,0.00151479,2130000,25.9719,27900,-8.0945
-1.12698,15449.3,2.74369,103.28028763700058,14076.1,0.00547714,8.65408e+06,-12.0992,119930.0,13472.9,3314.51837612,-14169.3,0.00319341,93.78542539599948,15847.2,12.6706,0.426231,31720.48227527088,0.00167679,0.984508,1.11396,-0.398925,-223.346,31.41487708400018,228.48059011700025,-361.573,369.478759765625,853083.0,120522.0,36.9478759765625,41.1732,137,0.00433527,138000,9.04733,0.00158882,7055.72429145,0.534329,115183.0,-5.08165,0.000407739,2145000,9.51918,28100,-7.01548
-1.10769,20546.2,2.90637,101.99019106199921,19879.5,0.00546196,9.68509e+06,-14.5422,155943.0,19198.6,1684.31048658,-19826.0,0.00304454,93.71933329500098,20917.1,14.3928,1.03674,31947.739420896884,0.000852583,1.98913,1.09409,-0.599202,-258.487,31.553279677005776,227.26280403400597,-387.7,351.9742431640625,409154.0,120928.0,35.197425842285156,42.0864,138,0.00420373,139000,8.47139,0.00214031,2871.11209637,0.407947,121671.0,-5.78023,0.00039759,2160000,7.78221,28300,-6.171
-1.20474,22732.7,2.99185,103.11608332499964,23303.2,0.00554669,1.99083e+07,-21.6925,229070.0,22445.3,1840.14888299,-23104.1,0.00322216,93.71496155800196,23230.1,14.9992,0.377042,32176.135052811875,0.0022034,2.0,1.1837,-0.602781,-212.636,31.390797956988536,228.22184283999013,-249.779,357.6881408691406,404803.0,122349.0,35.76881408691406,44.2646,139,0.00425146,140000,9.0402,0.00132126,3103.52122126,0.482854,120245.0,-5.62716,0.00037623,2175000,13.3917,28500,-6.26398
-1.13175,22203.8,2.78934,103.13988482399873,19493.5,0.00621126,1.36703e+07,-26.1692,178959.0,18866.0,2641.59257453,-19364.1,0.00304472,93.88938430099734,22562.0,13.1869,0.406331,32404.428000092874,0.00270602,2.0,1.12366,-0.588726,-730.719,31.436488169001677,228.46575729399774,-860.053,385.2474365234375,824718.0,120979.0,38.52474594116211,45.3613,140,0.0045094,141000,9.01551,0.00139105,3399.56377873,0.490925,121652.0,-5.10513,0.000603843,2190000,27.1774,28700,-7.81911
-1.27571,26250.9,3.12409,103.97431356000016,28925.0,0.00589963,2.67864e+07,-14.7843,334426.0,27874.2,4078.30328767,-28601.4,0.00296774,93.71782973199879,26811.1,16.5366,0.945791,32633.638341980884,0.00135628,2.0,1.28486,-0.75589,-411.83,31.553420119013026,229.24556341101197,-382.231,346.3167724609375,523617.0,122013.0,34.63167953491211,41.7083,141,0.00427248,142000,8.62648,0.0014338,2718.59972677,0.520474,122182.0,-5.55257,0.000437816,2205000,9.62948,28900,-6.42303
-1.1952,25214.0,2.96672,104.25573344100121,24896.7,0.00630063,1.57077e+07,-40.3004,211271.0,24095.9,1677.23390367,-24826.8,0.00293921,93.68380516899924,25711.3,14.776,0.563738,32863.49831814893,0.00179574,2.0,1.25905,-0.669391,-979.253,31.645429869029613,229.58496847903007,-995.257,364.52374267578125,997975.0,147513.0,36.45237350463867,39.5086,142,0.00448895,143000,8.94187,0.00173764,3666.16175067,0.401438,148064.0,-5.23405,0.00057808,2220000,24.7288,29100,-8.64482
-1.11928,29810.3,3.63819,103.49056177899911,33170.2,0.00589213,2.03779e+07,-47.7841,433311.0,32038.9,1296.31698396,-32980.4,0.00294911,93.95996569399722,30340.5,16.8115,0.443624,33092.8914627719,0.00171381,2.0,1.1738,-0.600848,-728.38,31.87250653497904,229.32303400797537,-882.504,331.50152587890625,764223.0,211035.0,33.15015411376953,45.3386,143,0.00431845,144000,9.41865,0.00281797,653.241355869,0.335398,199079.0,-5.60681,0.000508018,2235000,35.3283,29300,-7.8544
-1.21302,27031.6,3.43139,103.78547269599949,28939.5,0.00585699,1.57894e+07,-140.208,333562.0,27945.1,1153.47067026,-28782.1,0.0029489,94.03141864999634,27510.3,15.6484,0.442058,33322.34663078293,0.00223639,2.0,1.24733,-0.604922,-1111.58,31.65443016102654,229.47132150702237,-1213.18,357.676513671875,2.03932e+06,155250.0,35.76765060424805,44.2799,144,0.00443311,145000,9.0436,0.00163052,2287.70832751,0.623993,153633.0,-5.26856,0.00049831,2250000,36.3134,29500,-7.47065
-1.36609,31944.5,3.35007,102.79958223300491,42750.6,0.00533862,1.81965e+07,-64.8219,267196.0,41594.7,1317.77470787,-42566.4,0.00298711,94.01700884699676,32388.9,17.3334,1.51976,33550.48402008593,0.000209194,2.0,1.32339,-0.761255,-597.979,31.706702940995456,228.52329402099713,-437.329,336.49609375,887773.0,161567.0,33.64960861206055,43.109,145,0.00410501,146000,8.26449,0.00193375,6.97439060483,0.368781,160273.0,-5.28375,0.000379226,2265000,33.6839,29700,-5.20757
-0.8711,14764.6,2.25276,103.74344447200565,5937.3,0.00626378,2.6783e+06,-25.1138,111961.0,5789.69,2975.79406946,-5976.27,0.00361722,93.63273484099773,14913.5,7.47486,1.1353,33780.56989637095,0.000254285,2.0,0.976637,-0.269926,-358.389,31.922972723019484,229.29915203602286,-318.396,712.8714599609375,1.41382e+06,132487.0,71.28714752197266,51.412,146,0.00535819,147000,9.11127,0.000276599,4592.74183687,1.3371,132657.0,-5.112,0.000470008,2280000,14.7283,29900,-6.01764
-1.21306,20413.6,2.75318,102.36310940299882,16470.3,0.00606306,6.90273e+06,-21.5369,163892.0,16095.7,2769.36543301,-16423.2,0.00360926,94.4199153419977,20631.8,13.0798,0.970101,34009.42687283193,0.000150618,2.0,1.3074,-0.638069,-539.213,31.718133310991107,228.50115805598762,-530.92,549.63916015625,521255.0,138495.0,54.96391677856445,45.7677,147,0.00514518,148000,9.18071,0.000268451,3481.42696382,1.03157,139287.0,-5.24676,0.000418736,2295000,15.876,30100,-7.71478
-1.13778,19578.0,2.88216,103.89200575199357,18083.5,0.00628359,4.79128e+06,-47.5884,152798.0,17414.5,1076.06499287,-18015.9,0.0040357,94.77710085599392,19923.2,13.0109,0.427843,34239.0482079299,0.00103103,2.0,1.24357,-0.629708,-771.427,31.756446813975344,230.42555342196283,-797.494,558.072021484375,505078.0,137247.0,55.80720138549805,48.5931,148,0.00514034,149000,9.36829,0.000645744,1189.64484246,0.69889,132686.0,-5.18399,0.0003307,2310000,22.0247,30300,-5.99303
-1.22434,31330.4,3.35521,103.80245504699997,39483.9,0.00580367,2.63437e+07,-61.5052,214849.0,38556.5,1877.80411441,-39453.8,0.00339006,93.97414981499605,31672.5,17.2527,0.378319,34468.58559836487,0.00142243,2.0,1.20844,-1.0279,-520.242,31.533696606988087,229.3103014689841,-592.133,386.67877197265625,688226.0,157976.0,38.667877197265625,50.8433,149,0.00445887,150000,8.25873,0.00131267,1953.71849564,0.399819,156795.0,-4.91128,0.000380238,2325000,45.2418,30500,-5.76449
-1.31964,33304.2,3.3975,103.70873976300209,42632.9,0.00577116,4.01159e+07,-21.4803,216397.0,41734.8,1417.46827705,-42480.8,0.00315396,94.2028829789997,33560.5,17.829,0.320165,34698.18729465286,0.00183398,2.0,1.25983,-0.768532,-497.494,31.66666696996981,229.5782897119716,-484.853,363.236328125,855789.0,175154.0,36.32363510131836,52.6964,150,0.00434511,151000,8.34732,0.00124953,2108.47372643,0.373614,173344.0,-5.18611,0.000442689,2340000,25.8509,30700,-4.99243
-1.34295,34405.5,3.40892,104.08254130300338,46438.2,0.00574509,4.04204e+07,-28.0793,352508.0,45805.9,1901.37546348,-46546.0,0.00295618,94.22746635500516,34542.7,17.6329,0.357265,34927.704448667835,0.00216524,2.0,1.24737,-0.879512,-324.218,31.555612032985664,229.8656196909942,-354.585,359.2825927734375,988620.0,202177.0,35.928260803222656,50.9271,151,0.00420949,152000,7.8776,0.00125805,2850.1741898,0.397942,194722.0,-5.27023,0.000445738,2355000,26.2507,30900,-6.70204
-1.43744,33309.5,3.1854,102.84617919999437,47659.2,0.00512545,3.07033e+07,-19.4502,260054.0,46843.6,1731.59085166,-47734.3,0.00305116,93.88018483799533,33551.9,17.1971,0.328578,35156.5606572178,0.00117966,2.0,1.27722,-0.682053,-230.505,31.700729729964223,228.42709376795392,-172.775,341.37969970703125,242875.0,154016.0,34.137969970703125,46.0091,152,0.0040899,153000,7.35861,0.00161952,613.852640765,0.359519,155659.0,-5.18116,0.000368791,2370000,29.2365,31100,-5.58095
-1.45553,34107.8,3.07294,103.80148900300264,52467.1,0.00474282,3.87921e+07,-16.6322,328392.0,51513.6,1378.35937609,-52288.0,0.00299778,94.31091201900563,34366.8,16.8779,0.331941,35386.01017826178,0.00114701,2.0,1.24471,-0.885335,-59.3486,31.719358706985076,229.83175972899335,-18.4358,336.1669006347656,283545.0,144998.0,33.61669158935547,44.7365,153,0.00394763,154000,6.96788,0.00113843,2139.37745352,0.290708,143468.0,-5.15368,0.000314885,2385000,32.6858,31300,-5.58631
-1.42803,34085.0,2.98037,103.69252253900049,49895.4,0.00532901,5.91198e+07,-14.8682,336026.0,49266.4,2128.64660053,-49975.4,0.00297015,93.93001450599695,34415.1,16.5378,0.326071,35615.64915174177,0.0011003,2.0,1.21822,-0.876899,-60.7404,31.608009670002502,229.23054671499995,42.9676,358.3052062988281,482677.0,175269.0,35.83052062988281,48.4099,154,0.00398056,155000,7.07344,0.00116827,3980.99679708,0.401573,172807.0,-5.10264,0.000404606,2400000,26.1244,31500,-5.25745
