QF Loss,Number of train steps total,Q Predictions Max,AverageReturn_all_train_tasks,Log Pis Std,Z mean train,R Predictions Min,Z variance train,VF Loss,Policy log std Max,Policy log std Std,RF Loss,Total Train Time (s),Policy log std Min,Epoch,V Predictions Std,Epoch Time (s),Number of rollouts total,KL Loss,Policy mu Max,Q Predictions Std,V Predictions Min,Q Predictions Mean,Policy mu Std,Q Predictions Min,Log Pis Mean,Policy Loss,(Previous) Eval Time (s),R Predictions Max,Log Pis Max,V Predictions Mean,Z mean eval,R Predictions Std,V Predictions Max,Policy mu Min,R Predictions Mean,KL Divergence,Number of env steps total,Train Time (s),Policy log std Mean,Sample Time (s),Log Pis Min,Policy mu Mean,Z variance eval,AverageReturn_all_test_tasks
2.60022e+08,49000,189250.0,38103.5952615,10.0893,4.67703,-0.00103898,0.00136124,615910.0,2.0,1.62079,887139.0,11544.618048811026,-3.81208,48,35689.1,232.56654376499864,10300,328.2643127441406,145.899,35854.7,46995.6,132140.0,32.4653,44763.6,34.9591,-134202.0,94.19227496099847,0.000671664,56.1259,134484.0,3.65619,0.000401374,189003.0,-70.2791,-0.000127167,3282.64306640625,810000,106.35934293199898,0.209935,32.014925872001186,3.72405,7.86309,0.000613222,42671.3969421
2.4022e+08,50000,186246.0,43212.461999,10.6222,3.6202,-0.00097275,0.000522522,766944.0,2.0,1.61621,887470.0,11776.688899820027,-4.39828,49,37416.9,231.93854749399907,10500,307.1303405761719,148.909,37699.9,40393.9,128712.0,30.7829,39038.5,33.5997,-130692.0,93.84101380799984,0.000679218,54.4548,130126.0,3.55624,0.000455436,185610.0,-66.1761,-0.000133488,3071.30322265625,825000,106.4570793260009,0.185001,31.64045435999833,2.02475,8.16884,0.00079208,39565.1675167
1.78925e+08,51000,186004.0,31949.7029971,9.67706,3.91402,-0.00109082,0.00113272,472346.0,2.0,1.48932,786809.0,12009.62010718503,-4.41174,50,40981.1,232.86904579000657,10700,314.98724365234375,148.229,40905.2,39319.1,129600.0,30.3906,38616.0,35.0963,-131621.0,93.97414164500151,0.000617023,55.6807,131348.0,3.70777,0.000304343,184443.0,-75.3062,-0.000191787,3149.872314453125,840000,107.12022307900043,0.321898,31.774681066004632,2.30418,7.67512,0.000595055,37416.8706049
2.07054e+08,52000,189360.0,49404.2225615,10.7636,3.61009,-0.00117527,0.000570504,373938.0,2.0,1.57207,424845.0,12242.01767767302,-4.26009,51,39472.3,232.640210311989,10900,305.36358642578125,130.266,39629.9,41877.6,128698.0,26.2593,40152.5,34.6803,-130858.0,94.03708669600019,0.00053846,54.3662,130885.0,3.58844,0.000279918,189015.0,-65.1694,-0.000174017,3053.6357421875,855000,106.80139831700035,-0.00400308,31.80172529898846,0.680276,5.49934,0.0010862,66969.2637966
2.16703e+08,53000,190362.0,25667.6169883,10.9327,3.33157,-0.000845481,0.00055898,439679.0,2.0,1.53289,295870.0,12474.244888556017,-4.02776,52,44891.3,232.01001035799527,11100,303.13214111328125,136.683,44669.8,22511.5,130193.0,27.6118,22421.9,33.9145,-132006.0,93.79496494999876,0.000502584,53.9284,132154.0,3.49705,0.000249727,189897.0,-71.2953,-0.000191639,3031.3212890625,870000,106.41072615600024,0.122701,31.804319251996276,1.44687,5.51731,0.00135604,14565.882266
2.02614e+08,54000,183012.0,38779.1040546,10.1536,3.56131,-0.00101822,0.0024682,1.06596e+06,2.0,1.5968,717006.0,12706.447250124016,-3.60923,53,43425.8,232.29420540999854,11300,283.2663269042969,124.743,43937.7,25218.9,126678.0,24.6351,23834.7,33.2772,-128918.0,94.01271431799978,0.000586579,50.5547,128206.0,3.33389,0.000312086,183903.0,-63.2131,-0.000216007,2832.6630859375,885000,106.47942946599869,-0.0822258,31.802061626000068,0.913173,4.18032,0.000695813,20988.8656931
1.38028e+08,55000,191063.0,35480.1598725,9.51634,3.55373,-0.00115873,0.00164911,1.23376e+06,2.0,1.54288,236349.0,12939.26661972002,-4.16728,54,44945.8,232.7516107620031,11500,278.41949462890625,147.315,44961.8,7454.68,124052.0,30.8274,6862.0,35.9143,-126010.0,93.92177494499992,0.000123403,56.0736,125913.0,3.40337,0.000281802,192271.0,-77.9335,-0.000409549,2784.19482421875,900000,106.87406233699949,0.226087,31.9557734800037,4.58306,8.95173,0.00251217,41860.9578896
1.94776e+08,56000,200375.0,46045.9687045,8.95779,3.47386,-0.00103557,0.00206873,1.46798e+06,2.0,1.60093,456491.0,13172.80531756801,-3.53352,55,41835.5,233.20942091299366,11700,284.33148193359375,169.803,42005.4,36188.5,132415.0,32.0671,34499.8,36.2516,-134895.0,93.98992919100056,0.000647756,52.8191,133990.0,3.25932,0.000278657,199079.0,-81.9127,-6.19929e-05,2843.314697265625,915000,107.21926049899957,0.187282,32.000231222993534,3.83019,8.49096,0.00191149,44400.647663
1.03306e+08,57000,196662.0,42751.4210144,9.23017,3.33828,-0.00142983,0.00125154,2.89908e+06,2.0,1.43445,247495.0,13406.464775273012,-3.20612,56,44640.7,233.07445942200138,11900,281.824951171875,125.305,44817.1,25799.0,126921.0,26.4862,25418.6,36.361,-129140.0,94.31957999599945,0.000584621,53.4923,127723.0,3.02187,0.000472805,194081.0,-62.8052,-0.000336144,2818.24951171875,930000,106.82674098799907,0.338703,31.92813843800286,2.07996,7.39086,0.00216561,29860.8939528
1.67366e+08,58000,193320.0,33405.7859276,11.0529,3.33404,-0.00120047,0.001849,646165.0,2.0,1.46731,446657.0,13639.621155605008,-3.68903,57,43267.8,233.70567155499157,12100,258.052978515625,140.787,43207.2,19613.7,126780.0,26.4679,19450.6,33.5137,-128316.0,94.90561836099914,0.000792914,53.8432,128075.0,2.92822,0.000470076,192031.0,-70.1067,-1.33762e-05,2580.52978515625,945000,106.82727188900026,-0.0343783,31.972781304992168,0.98307,6.41495,0.00222312,30940.1923751
1.68258e+08,59000,186504.0,51526.2236583,10.565,2.99597,-0.00161198,0.00234076,770565.0,2.0,1.49382,145607.0,13872.088700861008,-3.87274,58,44695.2,233.08518876699964,12300,242.5487823486328,140.567,44526.4,8442.32,118770.0,26.7232,7478.71,34.6913,-121046.0,94.3569267540006,0.000870693,53.1726,121042.0,2.88034,0.000609248,186607.0,-67.1042,-7.9209e-05,2425.48779296875,960000,106.74470673599899,0.185698,31.98355527700005,-1.13248,7.6808,0.00292629,56070.1537587
1.5007e+08,60000,193282.0,42507.356174,10.1866,3.14584,-0.000898348,0.00273615,667378.0,2.0,1.50912,336474.0,14102.517057141005,-3.40326,59,44817.4,231.04686329099422,12500,245.5082550048828,155.114,45054.5,26777.4,122147.0,30.5688,26088.3,35.8148,-123538.0,93.739837309,0.00124375,54.8758,123540.0,3.24759,0.000424155,192707.0,-73.3315,0.000167097,2455.08251953125,975000,105.73870231999899,0.398171,31.568323661995237,4.68345,11.3071,0.00195623,62834.2209703
2.04783e+08,61000,200620.0,40992.854485,10.8581,3.34054,-0.00123362,0.00199264,508594.0,2.0,1.55946,263041.0,14334.716542500008,-4.30393,60,47730.9,231.34712045100423,12700,241.0281524658203,107.784,47620.4,12556.5,116439.0,22.0976,12103.7,32.9476,-118104.0,93.12219042099969,0.000915993,53.1847,118199.0,3.6158,0.000630225,202087.0,-55.8667,-0.000136141,2410.281494140625,990000,106.48834308200094,0.0405734,31.736586948003605,-1.41441,6.52516,0.00214618,49906.987491
2.25547e+08,62000,188867.0,46086.8324238,10.9946,3.31592,-0.00170568,0.00425542,755956.0,2.0,1.56634,480540.0,14567.810009753008,-4.526,61,44144.7,232.689777288002,12900,225.38894653320312,122.612,44336.1,14104.3,114396.0,22.1949,12707.0,32.9733,-115782.0,93.97466497300047,0.00111443,52.7797,115826.0,2.13308,0.000760191,189780.0,-67.0342,8.47167e-05,2253.889404296875,1005000,106.70786353400035,-0.17696,32.00724878100118,1.28396,4.18636,0.00240103,20034.4855919
2.9865e+08,63000,204934.0,35975.8275345,9.83815,3.18655,-0.00138609,0.00213029,2.14439e+06,2.0,1.65001,1.02873e+06,14800.828881392012,-4.81095,62,48831.4,233.03713138800413,13100,240.86058044433594,141.949,48536.0,1808.1,127838.0,33.6379,326.42,35.7241,-129178.0,94.37944577600138,0.00104322,54.2784,130337.0,2.43998,0.000475284,206975.0,-85.4321,-3.65187e-06,2408.605712890625,1020000,106.84224804600126,0.382061,31.815437566001492,2.42975,11.4418,0.00266356,34865.3617053
2.14252e+08,64000,194353.0,57202.0836813,9.54231,2.88196,-0.000665447,0.00354847,1.11929e+06,2.0,1.49483,552678.0,15033.751899535011,-3.59948,63,49144.3,232.97160505399916,13300,219.32681274414062,113.706,49092.5,13401.2,120484.0,24.959,12947.0,35.2549,-122181.0,94.36154438300036,0.000822198,52.4336,121393.0,2.67724,0.000255941,192324.0,-62.2018,0.000200248,2193.26806640625,1035000,106.77057196399983,0.235326,31.839488706998964,2.63929,6.82968,0.00194368,46049.9820105
2.25437e+08,65000,206326.0,63176.0786907,9.44243,2.78027,-0.000562667,0.00360889,691553.0,2.0,1.51894,94459.9,15266.568271571015,-3.94964,64,49970.4,232.97184591500263,13500,230.2955322265625,129.975,50216.8,17350.8,131380.0,29.5282,16345.2,35.2989,-133287.0,94.31401183299931,0.000653297,52.2433,133641.0,2.77585,0.000265559,204769.0,-72.3064,5.9914e-05,2302.955322265625,1050000,106.93575530499947,0.495274,31.722078777003844,0.151829,10.0807,0.00197936,71671.4697974
1.44119e+08,66000,208669.0,63443.0747901,9.93013,2.72292,-0.000695554,0.00312698,1.72412e+06,2.0,1.56762,45442.1,15499.898291591022,-4.26593,65,48489.8,233.06043208100346,13700,236.2281951904297,127.545,48143.3,36262.4,137482.0,26.8693,36488.4,35.4394,-139994.0,94.15889595599947,0.000524744,52.7353,139198.0,2.85626,0.000263319,208740.0,-70.5844,5.32784e-05,2362.281982421875,1065000,107.08332018300098,0.407429,31.818215942003008,-2.66278,8.5998,0.00201533,68708.9855542
2.01459e+08,67000,225818.0,53723.1595515,9.5002,2.72466,-0.000403772,0.00205564,1.38733e+06,2.0,1.57494,59116.1,15732.783310982026,-3.80722,66,49582.8,232.55392170200503,13900,240.4093017578125,118.476,49326.4,37578.6,146285.0,28.9233,36955.5,36.3428,-148848.0,94.429562153,0.000616772,52.9948,147967.0,2.84998,0.000166661,221099.0,-64.6665,4.8836e-05,2404.093017578125,1080000,106.24947806399905,0.667491,31.87488148500597,7.02458,11.9505,0.00136317,57437.7855127
1.77784e+08,68000,225790.0,40225.3905501,10.325,2.92072,-0.00024562,0.00134207,1.16121e+06,2.0,1.65322,154119.0,15965.841279178021,-4.57696,67,55071.5,233.2973207999985,14100,243.55825805664062,131.989,54572.3,23922.1,148457.0,27.3207,23037.8,34.5577,-150616.0,94.76107882700126,0.000605108,53.0904,150184.0,3.01256,0.000173815,225036.0,-76.5426,0.000133853,2435.58251953125,1095000,106.68166113600091,0.357245,31.85458083699632,1.66153,9.27632,0.00119943,39384.4677841
3.22304e+08,69000,223695.0,37014.5895948,10.5693,2.74925,-0.000792323,0.00193807,1.3516e+06,2.0,1.66995,117773.0,16198.871330695036,-4.48013,68,54048.5,233.2934673910113,14300,249.50503540039062,137.699,53653.0,37760.4,153054.0,28.9102,36495.7,34.8914,-155587.0,94.52254046000053,0.000557984,57.4466,154751.0,2.97205,0.000221398,225455.0,-83.6823,5.6133e-05,2495.05029296875,1110000,106.72891134299971,0.380133,32.042015588011054,3.52841,11.4218,0.00112161,35198.6018645
2.49914e+08,70000,227109.0,43949.115281,11.0461,2.68992,-0.000618768,0.0011297,797900.0,2.0,1.72173,751223.0,16431.97293954002,-4.36895,69,56264.3,233.1731436079899,14500,245.69287109375,154.385,56012.6,-63.4073,149125.0,31.9058,93.5441,34.1948,-151822.0,94.25995795900235,0.000796004,53.2978,151941.0,2.70673,0.000270042,226659.0,-100.427,5.4809e-05,2456.9287109375,1125000,107.06959479899888,0.170594,31.843590849988686,-0.45633,10.69,0.00251297,43789.1143567
3.77321e+08,71000,231004.0,39173.0901854,11.1137,2.80939,-0.000610998,0.00211743,1.50174e+06,2.0,1.73838,71474.5,16665.92785427601,-4.28352,70,57599.3,233.37070820098597,14700,254.93565368652344,148.542,57801.7,33211.1,157407.0,30.4984,34464.4,34.6664,-159487.0,94.18913564700051,0.000601984,58.2607,158601.0,2.79939,0.000245694,231575.0,-91.2378,-0.000100504,2549.3564453125,1140000,107.36703988999943,0.183012,31.81453266398603,3.93209,11.288,0.0023275,39955.5828454
3.71737e+08,72000,235695.0,37022.9246207,10.798,2.84157,-0.000632609,0.00239405,1.40884e+06,2.0,1.68955,667824.0,16898.506422275004,-4.6264,71,55408.5,232.89714434299822,14900,248.6860809326172,141.502,54919.6,24476.8,162865.0,24.0195,22938.0,35.0006,-165640.0,94.77421283000149,0.000749937,55.29,166214.0,2.53412,0.000321959,236248.0,-84.8902,3.34369e-05,2486.86083984375,1155000,106.57220630300071,0.0612749,31.550725209996017,5.04762,7.84542,0.00283987,37668.5439159
3.43295e+08,73000,243454.0,34723.1300518,10.6834,2.66131,-0.00057149,0.00242349,1.03635e+06,2.0,1.75173,391801.0,17132.12520038101,-5.2247,72,53123.4,233.23224005100928,15100,246.47109985351562,127.434,53207.1,27885.4,168278.0,26.0181,27794.2,34.5466,-170292.0,94.45633859000009,0.000873561,60.5934,170637.0,2.41401,0.000271282,244428.0,-78.5454,7.33685e-05,2464.7109375,1170000,106.80636306700035,0.03888,31.96953839400885,5.45079,9.09683,0.0018346,33301.073201
5.25072e+08,74000,244394.0,47173.9843498,11.1613,2.47533,-0.000515359,0.00151206,1.48857e+06,2.0,1.70522,856613.0,17365.955439092017,-4.54687,73,55898.9,233.64495393499965,15300,237.0574951171875,159.566,55705.7,9273.03,160067.0,28.1292,8889.97,35.002,-161436.0,94.84366208899883,0.000671986,57.3885,161790.0,2.58631,0.000248493,245462.0,-92.2886,0.000125867,2370.574951171875,1185000,106.76657132699984,0.0712706,32.034720519000984,2.93059,10.002,0.00364109,43318.095357
3.62106e+08,75000,239793.0,37973.5342796,10.5204,2.47804,-0.000403482,0.00348544,1.25898e+06,2.0,1.78958,558549.0,17599.870469052014,-4.88893,74,62513.8,234.19442817399613,15500,238.25401306152344,143.937,62195.5,17504.9,155801.0,28.1601,18146.6,34.2375,-157059.0,95.03017312199881,0.00125907,60.9499,157525.0,2.61192,0.000247875,238639.0,-78.3867,0.000203872,2382.5400390625,1200000,107.01392332899923,-0.0377972,32.15033172299809,4.01732,9.59826,0.00168567,39540.6863041
2.19645e+08,76000,249144.0,35969.78273,10.1418,2.51286,-0.000441859,0.00183837,1.20509e+06,2.0,1.77283,20052.9,17833.177402540998,-4.30449,75,63424.9,233.5410320349838,15700,245.5566864013672,146.469,63216.0,11464.6,161952.0,29.7673,12447.7,35.6465,-164119.0,94.7509231139993,0.000592661,57.2983,164325.0,2.33573,0.000204239,249555.0,-79.6171,0.000101965,2455.56689453125,1215000,106.8125575189988,0.17275,31.977551401985693,4.87535,11.3101,0.00213291,34606.0211886
4.10337e+08,77000,249153.0,42279.4717749,10.8767,2.33072,-0.000432181,0.00214577,1.1477e+06,2.0,1.74447,299729.0,18066.779930229986,-4.30469,76,64931.5,233.53232892099186,15900,238.9506378173828,150.41,64367.7,51.6712,157999.0,29.2768,1165.62,35.1951,-160459.0,94.51833152200197,0.000928785,56.6197,160010.0,2.33699,0.00019434,252286.0,-63.3779,0.000127898,2389.50634765625,1230000,106.79370299099901,0.0954927,32.22029440799088,3.15639,12.6697,0.00163977,44657.7997379
3.90233e+08,78000,252022.0,43767.8804112,10.9227,2.61247,-0.000486368,0.000938097,1.59323e+06,2.0,1.80813,33869.1,18299.864657013,-4.49734,77,67090.4,233.55487303001428,16100,242.50674438476562,134.992,66417.7,2126.14,156685.0,28.05,2698.78,34.7285,-158751.0,94.58864385800189,0.000584733,57.9772,159348.0,2.55093,0.00018977,254964.0,-62.3771,0.00011193,2425.0673828125,1245000,106.70438102900152,-0.0422971,32.261848143010866,3.63229,10.8275,0.00170308,30388.1166691
2.3645e+08,79000,247425.0,24685.4395306,10.6721,2.44203,-0.000671586,0.00137352,1.1677e+06,2.0,1.81518,42556.8,18533.467917144986,-4.56291,78,64612.9,233.0253885349921,16300,242.6660614013672,145.637,64273.4,-1191.6,159088.0,29.7308,992.711,35.0948,-160972.0,94.11907587699898,0.000725221,56.015,161348.0,2.48862,0.000218666,246977.0,-57.5045,9.18725e-05,2426.66064453125,1260000,107.02061176600182,-0.0343417,31.88570089199129,0.788315,11.6146,0.0043979,27300.760896
1.61176e+08,80000,321472.0,10544.608194,8.05641,2.41094,-0.0020262,0.00537848,1.07801e+07,2.0,1.70656,238051.0,18767.066104121965,-5.37001,79,74330.9,233.61774001497542,16500,254.18565368652344,242.847,75044.6,-920.906,145703.0,41.7487,108.587,37.8195,-148138.0,94.69811822100019,0.000587135,54.4692,148231.0,2.56315,0.000528192,318627.0,-99.3819,-0.000229279,2541.8564453125,1275000,106.79360261999682,0.34981,32.12601917397842,2.11382,16.8403,0.00560092,2719.30509513
2.54094e+08,81000,243470.0,10236.5509675,10.3971,2.56214,-0.000231363,0.0056224,1.31221e+06,2.0,1.75371,29536.5,18999.056719460958,-4.20718,80,65410.9,233.00976903099217,16700,236.3729248046875,126.788,65332.8,-785.667,146188.0,28.0585,785.136,33.7911,-148314.0,94.67920510199838,0.000859907,53.8655,147831.0,2.65433,0.000200074,243842.0,-61.0422,0.000327107,2363.729248046875,1290000,106.56052268200074,-0.308738,31.77004124699306,-1.93966,9.61019,0.00615217,4749.75232247
1.82622e+08,82000,259273.0,6141.42614042,10.2096,2.70693,-0.00182569,0.00389676,1.64518e+06,2.0,1.82841,239559.0,19232.055831506957,-4.28501,81,65744.8,232.52041113600717,16900,244.5791473388672,127.186,65595.4,-624.824,155789.0,25.2836,230.852,35.8275,-157394.0,93.66076951299692,0.000644929,56.3029,156847.0,2.41263,0.000411213,257870.0,-58.1441,2.07731e-05,2445.79150390625,1305000,106.86077959999966,-0.0870707,31.998862023010588,4.36144,8.95309,0.00533322,5094.58585349
2.07024e+08,83000,247031.0,13670.5049993,9.95638,2.6804,-0.000195544,0.00540073,1.17661e+06,2.0,1.91295,32878.9,19465.292033825954,-4.85659,82,67078.2,232.61400042599416,17100,237.5807647705078,177.012,66521.4,-573.866,155668.0,34.9549,594.143,35.0891,-157327.0,94.14026409700091,0.000788122,57.1538,157171.0,2.37523,0.000174163,246365.0,-77.0452,0.000289777,2375.8076171875,1320000,106.64516740399995,-0.0148879,31.828568924993306,4.78174,12.7735,0.00575654,8667.41118793
2.20033e+08,84000,244261.0,40073.6123729,10.7983,2.36487,-0.000272076,0.0057805,1.39507e+06,2.0,1.86073,31960.3,19698.60757114594,-5.46818,83,62536.2,233.35749059698355,17300,235.35745239257812,178.143,62270.3,-551.564,157590.0,33.1753,850.801,36.1638,-159286.0,94.7634077579969,0.000729795,59.5953,160013.0,2.26602,0.000123263,244637.0,-69.1831,0.000247097,2353.574462890625,1335000,106.68033750799805,-0.0140443,31.913745330988604,1.66669,11.2351,0.00490537,40419.2473
3.5363e+08,85000,240516.0,43327.9499862,10.7346,2.19951,-0.000195317,0.00469218,1.06508e+06,2.0,1.79416,39762.1,19932.18855535394,-5.56936,84,61956.1,233.7640472589992,17500,225.03941345214844,152.186,61948.1,-448.419,149471.0,26.6908,790.056,35.1478,-151482.0,94.7221606359999,0.000728745,58.1074,151406.0,2.24281,0.000121885,239050.0,-57.6948,0.000293307,2250.39404296875,1350000,107.30187158299668,-0.239886,31.740015040002618,2.11309,7.62245,0.00396038,43052.8601984
1.7207e+08,86000,243402.0,40436.7108142,11.0351,2.24339,-0.000218662,0.00352427,864332.0,2.0,1.84683,42538.9,20165.589063520947,-5.01614,85,61927.6,233.3728587930127,17700,227.9065399169922,136.608,61773.1,-244.593,152511.0,25.1642,1124.75,34.5545,-155439.0,94.5398414299998,0.000870043,58.0177,155231.0,2.21865,0.000177893,243342.0,-63.1526,0.000243934,2279.0654296875,1365000,106.8602894100004,-0.379841,31.97272795301251,2.80588,6.91495,0.00346533,39433.6147678
2.76097e+08,87000,240698.0,49797.6293287,10.4333,2.22517,-0.0016041,0.00361117,1.47053e+06,2.0,1.87529,234467.0,20398.370273869965,-5.19021,86,63464.9,233.05018118901717,17900,229.71145629882812,162.733,63785.2,1540.49,150679.0,31.2068,1183.6,33.9236,-152850.0,94.56846252600008,0.000570192,57.6981,152217.0,2.24354,0.000307941,240686.0,-68.9932,0.000120099,2297.114501953125,1380000,106.82021068700124,-0.190072,31.661507976015855,3.68733,7.71762,0.00323598,52332.3683343
3.64372e+08,88000,238719.0,50737.9415814,10.3793,2.19875,-0.00137526,0.00339777,2.11855e+06,2.0,1.83791,443321.0,20631.412929020946,-4.9941,87,57827.7,233.0869457369845,18100,236.9321746826172,122.119,57798.1,7415.6,166279.0,25.2796,6972.11,35.5134,-168188.0,94.30030837199956,0.000408921,57.781,167517.0,2.20974,0.000253176,238111.0,-63.4077,0.000119419,2369.32177734375,1395000,106.76456121299998,-0.208797,32.02207615198495,1.58033,6.07212,0.0029996,50930.1470908
4.28431e+08,89000,245679.0,68861.2621462,10.9081,2.17907,-9.72883e-05,0.00290896,1.41448e+06,2.0,1.84199,119839.0,20863.584873210926,-4.8416,88,61466.1,232.45589153797846,18300,234.7350616455078,101.021,61304.0,12202.2,161470.0,25.7626,11328.1,35.8006,-163738.0,94.25712986799772,0.00110538,56.7288,164434.0,2.22033,0.000176029,248365.0,-72.9674,0.000281762,2347.3505859375,1410000,106.50839809099853,-0.21327,31.690363578982215,3.1862,5.23381,0.00295089,66528.9927005
3.26775e+08,90000,249950.0,72606.6897372,10.4945,2.21557,-0.000358886,0.00301491,1.2866e+06,2.0,1.89899,35888.4,21096.027899062945,-4.92684,89,60606.8,232.7811277120163,18500,238.67185974121094,109.581,60855.9,135.17,165190.0,27.4708,-198.597,35.3376,-166378.0,93.97396293299971,0.000420923,57.6057,166947.0,2.19046,6.64937e-05,247770.0,-72.3625,0.000168081,2386.718505859375,1425000,106.96734222599844,-0.0553077,31.839822553018166,-0.252811,6.22587,0.00251158,73492.6949046
3.7761e+08,91000,256470.0,90815.4353831,10.2302,2.17012,-0.000240729,0.00265944,1.1737e+06,2.0,1.86837,44198.5,21326.781058327917,-4.90521,90,63326.4,231.35293039897442,18700,236.4967041015625,162.883,63243.4,23416.3,169108.0,26.1999,22400.5,35.3438,-171268.0,93.63697557799969,0.00095783,57.7921,171328.0,2.16734,0.000207187,256319.0,-76.4753,0.000281785,2364.967041015625,1440000,106.09677691699835,-0.10389,31.61917790397638,3.73027,5.96433,0.00196409,92128.7158074
2.67254e+08,92000,250152.0,94457.8441119,10.3449,2.18873,-0.000189965,0.00252249,1.65529e+06,2.0,1.89996,40369.6,21558.493023076917,-4.68732,91,65762.2,230.73894405600004,18900,234.87686157226562,179.111,65647.8,20387.3,160213.0,32.5547,20927.9,35.158,-163045.0,93.03766627299774,0.000642703,54.5918,162085.0,2.15566,8.53707e-05,249101.0,-102.98,0.000203856,2348.7685546875,1455000,105.9115053309979,-0.00682298,31.7897724520044,0.351338,7.85343,0.00278187,86675.6146249
3.33095e+08,93000,248666.0,80420.8926962,9.82985,2.17265,-0.000391952,0.00287306,1.08076e+06,2.0,1.88213,37619.2,21791.23397333391,-4.53933,92,64276.1,232.6461664089984,19100,236.62490844726562,168.109,63913.4,20934.6,165848.0,31.5063,19220.8,35.9771,-167971.0,94.0123376449992,0.000417871,58.3441,168609.0,2.15568,8.09377e-05,248386.0,-105.614,0.000198142,2366.2490234375,1470000,106.77408549499887,0.00209135,31.85974326900032,6.95148,6.09284,0.00285126,80993.989825
3.61252e+08,94000,253786.0,100810.344769,10.5883,2.21256,-0.000324511,0.00307086,770061.0,2.0,1.86591,34467.1,22023.916744672897,-4.56196,93,62788.1,232.4538859929853,19300,234.55557250976562,151.736,62681.1,1660.18,168206.0,28.8019,2540.4,35.98,-169845.0,94.10725126200123,0.000854425,60.637,170187.0,2.20781,0.00016395,255832.0,-108.916,0.000210334,2345.5556640625,1485000,106.25664606499777,0.00475702,32.08998866598631,3.03935,4.9946,0.00258357,101462.73703
3.97577e+08,95000,270320.0,97574.3129438,9.98897,2.14173,-0.000418138,0.00264097,739275.0,2.0,1.78522,32310.3,22257.53951194889,-4.50447,94,67789.9,233.72490408199883,19500,231.81809997558594,201.116,67379.9,12334.3,163306.0,30.7763,12191.4,36.1347,-165444.0,94.33741131100032,0.000791598,57.1959,165411.0,2.19789,0.000104269,274277.0,-113.376,0.000233399,2318.180908203125,1500000,107.35724808699888,0.115596,32.030244683999626,3.87311,5.76697,0.00181129,90768.3724378
3.82934e+08,96000,257304.0,87672.8110385,9.88551,2.18033,-0.000295722,0.00182022,1.89566e+06,2.0,1.85091,34831.2,22490.38459506389,-4.65117,95,67147.6,232.76127967699358,19700,232.228759765625,130.708,66953.6,-57.4937,168521.0,27.7763,29.5408,35.3294,-169058.0,94.23585644400009,0.000365472,56.3538,170120.0,2.09611,9.88154e-05,255477.0,-75.7138,0.000200992,2322.28759765625,1515000,106.72511676000067,0.00372972,31.800306472992816,8.69896,4.33389,0.00275807,92428.4983363
3.27989e+08,97000,259641.0,82512.2868052,10.1892,2.10361,-0.000340467,0.00251456,1.02799e+06,2.0,1.85375,34773.4,22723.135609896883,-4.5252,96,70052.0,232.7896887849929,19900,233.21694946289062,166.972,69911.4,12580.9,170566.0,35.5569,13407.3,35.3512,-172983.0,94.32072635499935,0.000639283,55.3479,172831.0,2.09603,0.000130704,258335.0,-106.801,0.000205971,2332.16943359375,1530000,106.71919506999984,0.175784,31.74976735999371,7.96682,7.95724,0.00287965,81316.7102922
4.45539e+08,98000,266120.0,80929.139526,10.2498,2.19631,-0.000268481,0.00288141,1.25694e+06,2.0,1.90732,33097.5,22956.03662918388,-5.01363,97,70285.3,232.53662085399628,20100,224.57437133789062,211.113,70050.9,8147.24,170281.0,34.9522,8728.47,35.4829,-171955.0,94.28271417400174,0.000848321,56.6315,172541.0,2.11213,0.000166742,264940.0,-132.46,0.000319439,2245.74365234375,1545000,106.25050022600044,0.142114,32.0034064539941,2.53082,6.79141,0.0022831,78689.5289232
3.26174e+08,99000,275366.0,70472.4389679,10.5758,2.15439,-0.000240399,0.00223888,2.1434e+06,2.0,1.90034,34109.5,23188.99415594088,-4.73904,98,66830.7,232.99112763200174,20300,228.61782836914062,146.563,66779.3,74.0812,180078.0,26.9425,230.979,35.2395,-183103.0,94.64830010899823,0.000572752,57.4409,182055.0,2.09711,0.000119365,273820.0,-96.8233,0.000237509,2286.17822265625,1560000,106.62427329099955,-0.123883,31.718554232003953,3.24728,3.49081,0.00210563,79625.5999538
3.05914e+08,100000,276566.0,76034.6909859,11.0501,2.09961,-0.000205248,0.00205894,931523.0,2.0,1.90208,30706.2,23422.225463149876,-4.86723,99,77823.2,233.68450704499628,20500,222.77708435058594,174.212,77658.4,7927.53,169639.0,30.5886,7419.56,34.5758,-171472.0,94.6157704829966,0.000624007,54.9593,171838.0,2.13319,0.000136943,274794.0,-119.018,0.000321986,2227.770751953125,1575000,107.03523409300033,-0.131584,32.03350246899936,3.62934,6.48121,0.00168649,78435.5834591
5.23881e+08,101000,274992.0,66995.8546958,11.5569,2.15356,-0.000263379,0.00185371,1.98447e+06,2.0,1.91755,37510.2,23654.22157352587,-5.78727,100,75189.3,231.50770968099096,20700,222.81968688964844,144.807,74574.8,289.365,169989.0,28.0946,462.515,34.1241,-172070.0,94.16323290400032,0.000568947,54.3894,172955.0,2.34183,0.000139783,274538.0,-88.9882,0.000220601,2228.19677734375,1590000,105.47485626900016,-0.162514,31.869620507990476,3.09299,4.13326,0.00366031,54030.3833076
