QF Loss,Number of train steps total,Q Predictions Max,AverageReturn_all_train_tasks,Log Pis Std,Z mean train,R Predictions Min,Z variance train,VF Loss,Policy log std Max,Policy log std Std,RF Loss,Total Train Time (s),Policy log std Min,Epoch,V Predictions Std,Epoch Time (s),Number of rollouts total,KL Loss,Policy mu Max,Q Predictions Std,V Predictions Min,Q Predictions Mean,Policy mu Std,Q Predictions Min,Log Pis Mean,Policy Loss,(Previous) Eval Time (s),R Predictions Max,Log Pis Max,V Predictions Mean,Z mean eval,R Predictions Std,V Predictions Max,Policy mu Min,R Predictions Mean,KL Divergence,Number of env steps total,Train Time (s),Policy log std Mean,Sample Time (s),Log Pis Min,Policy mu Mean,Z variance eval,AverageReturn_all_test_tasks
5.4669e+08,102000,276947.0,44154.4521455,11.419,2.04311,-0.000393796,0.00302282,1.2412e+06,2.0,1.89613,27647.2,23885.618463407867,-5.72173,101,78932.1,232.21606722699653,20900,219.01821899414062,131.959,78139.6,7359.42,162335.0,26.2976,7410.09,33.5604,-164576.0,94.65298847500162,0.000732052,55.1416,164695.0,2.26497,0.000148897,276991.0,-84.1778,0.000291575,2190.18212890625,1605000,105.56947656800185,-0.292777,31.99360218399306,5.03309,2.85262,0.00452158,39630.5227009
4.97427e+08,103000,281471.0,38305.0644436,10.2125,2.07108,-0.00032678,0.00411689,4.13223e+06,2.0,1.96791,36803.7,24117.47444897586,-5.49389,102,76613.4,231.58752133499002,21100,219.55484008789062,119.439,76193.1,126.272,177539.0,26.0714,249.663,34.5787,-179796.0,93.8346985490025,0.000666689,54.1103,181510.0,2.16139,0.000163689,282918.0,-75.6167,0.000328582,2195.54833984375,1620000,105.78187394300039,-0.333411,31.970948842987127,5.46951,4.14379,0.00411137,41415.34915
6.24883e+08,104000,288897.0,45914.56817,10.0188,1.99716,-0.000318947,0.00352625,5.01272e+06,2.0,1.97609,34237.9,24348.99050216485,-4.67777,103,78358.0,231.6668808409886,21300,219.2920379638672,132.939,78350.6,5172.15,174763.0,28.6825,5335.4,34.0878,-178180.0,94.10361070399813,0.000640059,53.2886,176236.0,2.22076,0.000181313,288540.0,-89.1261,0.000269381,2192.92041015625,1635000,105.81147200799751,-0.151529,31.75179812899296,1.76263,5.32148,0.00402044,45403.8559906
4.57609e+08,105000,292291.0,35931.8788467,9.25563,1.97322,-0.000361723,0.00369173,1.51657e+06,2.0,1.92544,40763.2,24580.69741743484,-4.78379,104,76559.0,231.16795987598744,21500,217.52822875976562,190.417,76354.8,303.799,183425.0,34.1307,552.055,35.9291,-186177.0,93.95414659900052,0.000733159,53.5926,185698.0,2.38632,0.000248227,292480.0,-103.455,0.000333198,2175.2822265625,1650000,105.37832662499932,0.0273303,31.835486651987594,0.238742,6.52057,0.00282651,40369.9752929
3.10831e+08,106000,291533.0,39470.2525454,9.14239,2.02667,-0.000399169,0.00322675,3.04796e+06,2.0,1.9573,39498.7,24811.75528944686,-5.43009,105,76022.3,232.28848745402138,21700,216.4414520263672,124.706,75867.0,251.064,182074.0,31.0831,475.813,35.2593,-185046.0,94.49419078700157,0.000740629,54.4544,183878.0,2.35214,0.000232824,290728.0,-101.393,0.00030937,2164.41455078125,1665000,106.06535213000097,-0.0129155,31.728944537018833,4.57536,4.43642,0.00286613,38334.3099876
3.5899e+08,107000,300161.0,54244.8036081,9.69851,2.23073,-0.000542001,0.00330844,2.84596e+06,2.0,2.07073,53252.3,25044.072842180845,-6.09131,106,80622.9,231.13759156698507,21900,219.0637664794922,113.366,80347.1,6472.59,180104.0,26.5986,5845.21,34.2451,-182839.0,93.26424065099854,0.000612737,56.8802,181570.0,2.05631,0.000308464,299503.0,-82.2906,0.000114412,2190.6376953125,1680000,105.992403698001,-0.248751,31.880947217985522,0.0883121,5.04457,0.00292748,55095.6795559
5.68857e+08,108000,310848.0,55439.1190647,8.43902,2.11069,-0.000292414,0.00227596,1.49903e+06,2.0,2.02517,37721.3,25276.323496983863,-5.45582,107,83196.5,232.13873089701883,22100,217.7907257080078,180.028,83348.4,6281.92,188540.0,27.3904,6496.62,35.6221,-189650.0,94.44520039200142,0.000682045,55.5276,189919.0,2.1614,0.000197912,314749.0,-82.05,0.000309123,2177.9072265625,1695000,105.85225422899748,-0.427381,31.841276276019926,7.97354,4.67089,0.00302455,57076.9021306
5.40802e+08,109000,306078.0,46065.8550246,9.37484,2.05731,-0.000533605,0.00190143,3.21503e+06,2.0,2.04049,98413.2,25508.683971721865,-5.35803,108,78599.2,232.70677051899474,22300,216.1223602294922,115.451,78635.2,4557.78,189172.0,26.8503,5286.32,34.136,-191945.0,94.55821643399759,0.000635746,55.8461,190574.0,2.02075,0.000265617,305886.0,-76.9794,0.000189119,2161.2236328125,1710000,106.13687465000112,-0.426512,32.01167943499604,6.57783,5.14615,0.00243803,48963.9919642
4.14671e+08,110000,303321.0,59606.0860953,9.09255,2.13384,-0.000550681,0.00189381,2.50667e+06,2.0,1.99325,58698.8,25740.704662505865,-5.31932,109,80326.9,231.8094031269975,22500,213.8332977294922,196.836,79744.2,-41.2694,183054.0,27.3967,2617.92,34.3728,-185143.0,94.21312721199865,0.000711141,53.635,186268.0,1.97496,0.000282214,303133.0,-93.9496,0.000116314,2138.3330078125,1725000,105.73605556499751,-0.359731,31.860220350001327,8.12685,4.20172,0.00284833,59200.0532197
5.37005e+08,111000,299847.0,50902.8388898,8.55545,2.03428,-0.00039382,0.00303593,4.47857e+06,2.0,1.94872,101129.0,25973.10808266486,-5.43318,110,81511.3,232.52224120900428,22700,208.6279754638672,233.305,81278.0,1022.14,180948.0,34.9243,712.208,34.848,-182787.0,94.4255106060009,0.000733464,53.3158,184496.0,1.94539,0.000291819,301752.0,-117.014,0.000229851,2086.27978515625,1740000,106.0022073149994,-0.204145,32.094523288003984,7.15803,5.89816,0.00252343,51256.7446063
6.13799e+08,112000,314884.0,57022.0915764,8.67444,1.95954,-0.000434785,0.00275134,1.17263e+06,2.0,1.92509,56758.4,26204.62058450986,-5.25982,111,84724.0,232.10161816500113,22900,210.0980987548828,169.472,84212.0,3.05935,180356.0,27.3645,375.9,34.3669,-182704.0,94.30742721199931,0.000725983,55.0577,182975.0,2.28558,0.00029662,315749.0,-79.3574,0.000251818,2100.98095703125,1755000,105.97760555600325,-0.388033,31.816585396998562,4.20945,4.31099,0.00731581,63188.9259467
4.69858e+08,113000,313773.0,81447.8173506,8.75901,2.29253,-0.00104584,0.00301941,5.29578e+06,2.0,1.92355,122130.0,26436.212861189866,-4.91355,112,80327.9,231.20583432900094,23100,215.93960571289062,213.035,79893.7,403.13,189019.0,30.0999,416.931,34.6339,-191513.0,93.72007813099844,0.000814648,55.0417,193091.0,1.84445,0.000429222,314978.0,-94.4736,4.68653e-06,2159.39599609375,1770000,105.73994201899768,-0.206678,31.74581417900481,6.52113,5.06531,0.00318012,79157.4856434
3.7321e+08,114000,308444.0,69469.1872232,9.18983,1.98638,-0.000358085,0.00313945,1.8757e+06,2.0,1.83838,149194.0,26667.91235341984,-5.30946,113,80987.7,231.5881897339823,23300,198.57131958007812,155.151,80846.2,182.776,180183.0,25.3442,156.664,33.6025,-181991.0,94.10706624300292,0.000797913,53.2785,182747.0,2.0169,0.000294198,308129.0,-75.6045,0.000297628,1985.713134765625,1785000,105.84713115500199,-0.3495,31.633992335977382,5.3859,3.08792,0.00278994,72956.3038598
2.70249e+08,115000,303033.0,77847.1759687,9.08801,1.99214,-0.00043473,0.00304668,1.18864e+06,2.0,1.94667,212808.0,26899.53004701884,-5.56915,114,82213.2,231.7528011109971,23500,199.04843139648438,176.048,81965.0,155.85,182675.0,28.0302,203.483,33.0774,-185330.0,94.2195212459992,0.000747421,55.2858,185132.0,1.88479,0.000304796,303322.0,-83.7509,0.000237753,1990.4842529296875,1800000,105.53901206099908,-0.447013,31.99426780399881,4.30913,4.51641,0.00385865,80490.4518851
5.32021e+08,116000,315967.0,90216.5604261,9.13714,1.88458,-0.000475899,0.00334829,1.85454e+06,2.0,1.99574,129484.0,27131.351378969837,-5.52098,115,86438.3,231.43859621299634,23700,202.4486083984375,213.722,86139.8,70.4985,180429.0,27.7228,161.961,32.4797,-182568.0,94.08562992299994,0.000697596,53.2249,182648.0,1.85128,0.000256411,326887.0,-91.7021,0.000286374,2024.486083984375,1815000,105.50121920399761,-0.472635,31.851747085998795,0.509979,4.23854,0.00332291,84491.9063622
6.27273e+08,117000,327283.0,74592.4399279,9.06698,1.89837,-0.000592327,0.00327699,5.29391e+06,2.0,2.05915,194804.0,27363.761247320825,-5.56561,116,89006.9,232.1485507469879,23900,203.71421813964844,156.727,88646.3,112.803,184028.0,30.4569,155.336,32.404,-185273.0,94.46933364199867,0.000657764,52.7035,187194.0,1.87167,0.000305833,328098.0,-98.3512,0.000207653,2037.1422119140625,1830000,105.66167824000149,-0.460251,32.01753886498773,-0.61327,5.96869,0.0028463,75347.2662928
3.26836e+08,118000,327376.0,89098.9234628,9.95615,2.06428,-0.000472998,0.00213431,1.58942e+06,2.0,1.95148,70165.0,27595.810369297833,-5.44914,117,92781.8,232.32719531800467,24100,204.60093688964844,165.999,92341.8,65.4399,180614.0,26.9533,105.162,32.1272,-183057.0,94.732007229999,0.000749803,51.5425,183734.0,1.91034,0.000243307,327736.0,-104.239,0.000326335,2046.00927734375,1845000,105.52630200800195,-0.438321,32.06888608000372,-0.790334,4.29626,0.00345554,83203.1756831
5.66491e+08,119000,327520.0,90109.9447599,9.02376,1.93294,-0.000545842,0.00312429,3.52061e+06,2.0,2.05971,96911.0,27827.82771644483,-5.54645,118,90641.4,232.0409872290038,24300,203.2849578857422,158.384,90520.2,86.839,189230.0,24.3316,102.128,30.8614,-192329.0,94.45475957799863,0.000692436,52.1531,190873.0,2.09737,0.000223815,342664.0,-98.3382,0.000376282,2032.849609375,1860000,105.63425002200165,-0.708314,31.951977629003522,1.53508,2.76606,0.00233097,80733.919551
4.9847e+08,120000,324928.0,79040.3568469,9.92551,1.81775,-0.000595253,0.00289108,1.84154e+06,2.0,2.07648,149951.0,28059.985766959824,-5.54558,119,92464.2,231.9796710169976,24500,202.6170654296875,188.778,92265.0,74.4378,182940.0,28.4887,80.9015,31.2329,-185557.0,94.43224105099944,0.000728351,51.7007,185219.0,2.06233,0.000255741,324731.0,-114.039,0.000303818,2026.170654296875,1875000,105.60228370199911,-0.549841,31.94514626399905,-2.78418,4.64633,0.00305689,82485.6189198
6.40202e+08,121000,320152.0,85221.0182907,9.95239,1.83723,-0.000468863,0.00465553,2.29635e+06,2.0,2.01057,102843.0,28291.49548357183,-5.65875,120,91619.6,232.03389764600433,24700,200.60958862304688,213.666,90921.3,37.6729,187874.0,26.8907,58.9534,31.6851,-191344.0,94.61224788099935,0.000796023,52.1805,192237.0,1.84312,0.000241434,321602.0,-136.563,0.000398738,2006.0958251953125,1890000,105.54132095000023,-0.574925,31.88032881500476,-1.04983,2.94281,0.00439356,75973.9277549
3.26503e+08,122000,323467.0,87552.331411,10.1578,1.86136,-0.000730705,0.00596663,2.61419e+06,2.0,2.07767,140899.0,28523.606769144815,-5.73521,121,93143.4,231.9892997579882,24900,195.5473175048828,183.288,92586.4,36.4329,176661.0,31.4944,50.6706,31.8142,-180712.0,94.08893418400112,0.000881584,53.1197,180379.0,1.90967,0.000325469,324289.0,-116.587,0.000343474,1955.47314453125,1905000,106.12472036499821,-0.44759,31.775645208988863,-5.12269,4.39579,0.00461069,78927.1655353
4.42902e+08,123000,329458.0,87302.5994791,10.0016,2.07956,-0.000445494,0.0041894,1.83885e+06,2.0,2.08782,99964.4,28755.606137781826,-5.30837,122,95683.3,232.12451042601242,25100,198.30307006835938,156.142,95455.6,34.3148,186199.0,27.5316,50.0954,30.9286,-188379.0,94.21185641199918,0.000787982,52.9621,188902.0,1.7896,0.000253299,328161.0,-97.7867,0.000339511,1983.0306396484375,1920000,105.81385386200054,-0.562724,32.0988001520127,-3.39804,4.06934,0.00532357,95181.4097627
4.76224e+08,124000,330748.0,92930.0587225,9.97509,1.8135,-0.000425667,0.00392179,1.65875e+06,2.0,2.1777,71838.7,28987.76435020082,-5.90706,123,98205.8,231.7329940859927,25300,199.66433715820312,219.707,97956.1,31.2508,188269.0,34.6721,54.0493,31.7181,-190726.0,94.08826193999994,0.000707258,52.9497,190235.0,1.79133,0.000225049,329632.0,-130.856,0.0003584,1996.643310546875,1935000,105.77118967199931,-0.469766,31.87354247399344,-3.03286,6.303,0.00349821,95211.727722
4.95809e+08,125000,329054.0,93360.6828905,9.6819,1.77122,-0.000222873,0.00444789,5.88082e+06,2.0,2.08764,52997.7,29220.731323927826,-5.63397,124,98172.9,232.63586503700571,25500,197.01023864746094,201.872,98165.7,36.0217,186774.0,29.6877,47.178,30.1138,-190642.0,94.51416026399966,0.000742638,53.0794,188572.0,1.89954,0.000190871,328043.0,-146.481,0.000441181,1970.102294921875,1950000,106.00034975100061,-0.705421,32.121355022005446,-5.26153,4.09531,0.00393418,88842.769174
8.06121e+08,126000,331143.0,87279.6503069,9.88934,1.81169,-0.000553964,0.00343292,1.27757e+06,2.0,2.16866,94179.5,29453.11546710483,-5.82615,125,96105.7,232.85993542500728,25700,193.1513671875,129.834,95542.1,25.9176,178544.0,27.7203,45.6707,30.6044,-181181.0,94.84658827800013,0.000810363,53.6253,181261.0,1.92199,0.000268285,331515.0,-97.4797,0.000398005,1931.513671875,1965000,105.847791917,-0.597279,32.16555523000716,-4.67105,4.40538,0.00296997,91342.9961893
4.64781e+08,127000,337030.0,84909.7177718,9.60468,1.85087,-0.000548115,0.00369693,1.34671e+06,2.0,2.13823,122853.0,29686.399408186833,-5.95431,126,99242.7,232.73388514799444,25900,196.0999755859375,131.73,98622.6,22.204,192711.0,22.9792,49.6285,29.7725,-195624.0,94.37192734199925,0.000661563,54.5131,195793.0,1.88345,0.000262903,336754.0,-102.732,0.000321217,1960.999755859375,1980000,106.24576548900222,-0.902228,32.116192316992965,-0.952273,3.08045,0.00410558,85660.0286518
2.82332e+08,128000,334480.0,95433.2365363,9.59889,1.72855,-0.000632687,0.00335665,2.05499e+06,2.0,2.12716,95997.7,29918.465502036826,-5.76742,127,101037.0,232.45700544299325,26100,192.0436553955078,168.602,100679.0,20.2658,189117.0,23.9299,41.2162,30.0345,-190811.0,94.92306476399972,0.000723947,52.9582,191624.0,1.81406,0.000258656,336306.0,-125.012,0.000378359,1920.4365234375,1995000,105.61755353899935,-0.820178,31.916387139994185,-1.69449,3.10026,0.00412597,90757.5431336
4.32914e+08,129000,336161.0,93363.2538484,10.1437,1.7466,-0.000554977,0.00334032,4.97033e+06,2.0,2.16838,62820.0,30150.376256278836,-6.41271,128,101417.0,232.12198039500436,26300,194.4817352294922,231.569,101338.0,15.5212,196167.0,33.1738,25.1771,29.9857,-199516.0,94.53356625800006,0.000751073,55.3183,197691.0,1.81683,0.000226306,335523.0,-152.154,0.000449505,1944.8172607421875,2010000,105.62726475900126,-0.790974,31.96114937800303,-5.15268,4.93108,0.00543197,96230.2344281
3.87523e+08,130000,334145.0,91743.0332255,10.7567,1.82455,-0.000234497,0.00473899,2.7409e+06,2.0,2.11646,57972.6,30382.44508841883,-7.48757,129,102922.0,232.114752141988,26500,191.3063507080078,168.64,102276.0,11.3214,189950.0,24.3412,19.7276,29.7642,-193552.0,94.32330081699911,0.000681567,58.7605,192327.0,1.72651,0.000158995,333175.0,-111.423,0.00044932,1913.0634765625,2025000,105.8092150070006,-0.825386,31.98223631798828,-4.72925,1.99631,0.00429343,94098.3524201
4.44363e+08,131000,339527.0,103324.60104,10.3569,1.78719,-0.000496841,0.00527101,5.53936e+06,2.0,2.10521,96609.4,30614.341135615836,-6.04123,130,103879.0,231.90875668700392,26700,192.89407348632812,165.799,103410.0,16.2847,191499.0,25.998,29.2909,29.3581,-192648.0,94.27902669800096,0.000744805,54.755,194515.0,1.74277,0.000253153,339683.0,-118.27,0.000391491,1928.940673828125,2040000,105.77470574399922,-0.848522,31.855024245003733,-7.34265,2.59275,0.00672598,98825.6598451
7.5037e+08,132000,339409.0,86794.4575342,10.7191,1.71734,-0.000256773,0.00392122,1.7e+06,2.0,2.12107,45297.8,30846.066011799823,-6.21808,131,103738.0,231.81301489398538,26900,187.88377380371094,190.193,103657.0,15.4493,194278.0,30.4785,16.7788,29.1326,-197150.0,94.26698028399915,0.000771111,54.4021,197446.0,1.72298,0.000170958,338836.0,-129.994,0.000506057,1878.837646484375,2055000,105.59739950799849,-0.808149,31.948635101987747,-6.31211,3.85554,0.00636464,91553.496
5.01877e+08,133000,338894.0,91477.990185,10.6447,1.78371,-0.000204967,0.00933151,2.49055e+06,2.0,2.14772,38070.7,31078.329206404804,-5.80204,132,107816.0,231.84087362698847,27100,187.8734130859375,112.507,107801.0,6.66842,186801.0,21.682,11.7652,28.9785,-189142.0,94.18014454800141,0.000942355,55.0944,188406.0,1.72208,0.000170887,337105.0,-77.3366,0.000547961,1878.734130859375,2070000,105.66108589599753,-1.02517,31.99964318298953,-3.92988,2.25231,0.00457105,92167.7868733
6.87211e+08,134000,343772.0,97034.1322,10.4189,1.83556,-0.000551337,0.00526918,1.12504e+06,2.0,2.15779,51756.0,31310.772138957796,-6.31427,133,106942.0,232.3677331819963,27300,186.6910400390625,186.213,106726.0,11.5723,188630.0,28.4625,23.6027,28.0618,-190418.0,94.60405615199852,0.000843164,54.41,190276.0,1.75287,0.000222627,344405.0,-124.123,0.00054327,1866.910400390625,2085000,105.82768094800122,-0.984811,31.935996081996564,-4.59688,3.44458,0.00479801,95463.9632484
5.01244e+08,135000,345580.0,91628.6560628,10.5594,1.86016,-0.000379161,0.00463219,1.76038e+06,2.0,2.16399,54648.7,31542.76178756482,-5.91173,134,109024.0,232.2165894220234,27500,188.06411743164062,96.4787,108622.0,5.01429,186371.0,20.8377,12.5118,28.1015,-189677.0,94.68041542699939,0.000756326,54.9177,189152.0,1.85319,0.00021859,346338.0,-85.9824,0.000479221,1880.64111328125,2100000,105.55723701999887,-1.13292,31.978936975025135,-1.99053,1.11106,0.00388095,99877.4430189
5.63511e+08,136000,347489.0,98096.2749457,9.93097,1.83783,-0.000458439,0.00315572,4.3227e+06,2.0,2.19587,55209.8,31774.71867682082,-6.31996,135,107048.0,232.0432396670003,27700,187.2930908203125,213.067,106484.0,8.1283,188143.0,29.0036,10.1392,28.613,-190655.0,94.45468577599968,0.000793922,55.1194,192305.0,1.80694,0.000188687,348289.0,-147.367,0.000505724,1872.930908203125,2115000,105.74749108999822,-1.06068,31.84106280100241,-1.60484,4.16531,0.00307356,95635.5338151
4.93279e+08,137000,358939.0,105171.003029,10.0993,1.80214,-0.00015856,0.00278866,6.77472e+06,2.0,2.16603,39116.2,32006.643031464817,-6.07848,136,107036.0,232.08822937000514,27900,182.5364990234375,133.275,107218.0,8.93979,201051.0,25.9703,33.7018,28.6465,-204305.0,94.36975898800301,0.000881088,54.1373,202059.0,1.70488,0.000178581,358885.0,-91.0326,0.000608235,1825.364990234375,2130000,105.67267183199874,-1.05962,32.04579855000338,-2.63264,3.1557,0.00389195,93727.0509464
5.95712e+08,138000,351710.0,106698.031374,10.0046,1.79355,-0.000355798,0.0026234,3.3318e+06,2.0,2.19149,81756.8,32239.608006921826,-6.10537,137,104866.0,232.07731060500737,28100,182.33071899414062,160.614,104946.0,10.943,194966.0,26.1944,40.2336,29.2349,-198170.0,94.20691489199817,0.000825248,54.4559,196805.0,1.75461,0.000169469,351661.0,-120.77,0.000571153,1823.30712890625,2145000,106.12039033100154,-1.00524,31.750005382007657,-2.09919,2.02512,0.00299713,110079.99323
5.30658e+08,139000,362228.0,95359.5204741,9.62368,1.83938,-0.000315955,0.00167247,1.36396e+06,2.0,2.23879,39950.1,32472.714737402835,-6.10461,138,109050.0,233.6610362950014,28300,187.52334594726562,161.047,108559.0,58.5244,196961.0,26.8078,48.9946,29.9897,-199931.0,95.09572676800235,0.000807942,54.7614,199879.0,1.79375,0.000177313,362826.0,-114.634,0.000534169,1875.2333984375,2160000,106.39125755400164,-1.04376,32.174051972997404,-0.746644,3.33154,0.00420042,95385.1601288
6.42888e+08,140000,365678.0,114201.486851,10.2782,1.82295,-0.000364223,0.00262434,2.30794e+06,2.0,2.16907,36317.6,32705.980655851836,-5.92176,139,111563.0,232.85194379800305,28500,186.4154052734375,143.671,111140.0,24.1613,193712.0,24.7317,55.8182,28.5029,-196096.0,94.54261907600085,0.00076598,56.2862,195712.0,1.84144,0.000186443,364783.0,-103.231,0.00049273,1864.154052734375,2175000,106.24559436400159,-1.06262,32.06373035800061,-1.27216,1.62016,0.00238223,108740.616658
8.02382e+08,141000,359334.0,102733.53455,9.68585,1.71818,-1.00499e-05,0.00141552,1.45893e+06,2.0,2.23217,37668.3,32939.384606959844,-6.7686,140,110369.0,233.39208958401287,28700,184.6783447265625,156.565,110006.0,81.7771,200535.0,28.43,97.4489,29.1377,-203638.0,94.95833452999796,0.000891356,53.5008,203687.0,1.75853,0.000135115,359305.0,-129.74,0.000585069,1846.783447265625,2190000,106.21112310199533,-1.05177,32.22263195201958,-2.40551,3.31583,0.00236782,105408.757051
6.51582e+08,142000,363914.0,103324.637195,10.3158,1.7384,-7.42595e-05,0.00162028,1.56754e+06,2.0,2.26676,31974.0,33172.553804262796,-6.0101,141,114717.0,232.96634943395475,28900,188.5072021484375,107.461,114243.0,122.752,198216.0,25.6922,112.443,29.187,-201159.0,94.97112496999762,0.000792485,57.1795,201575.0,1.70885,0.000151498,362298.0,-102.504,0.000506702,1885.072021484375,2205000,105.84634885999549,-1.00616,32.14887560396164,1.10636,2.88677,0.00125699,107051.179274
5.27589e+08,143000,368256.0,109170.218674,9.94253,1.70721,-0.000225259,0.00116312,2.59896e+06,2.0,2.31766,33822.7,33406.56738523179,-7.0948,142,114637.0,233.9764036560082,29100,186.6041259765625,221.298,114387.0,192.683,204521.0,33.621,224.27,29.6403,-206848.0,95.17538714600232,0.000785926,54.7686,206841.0,1.86479,0.000159221,369442.0,-137.474,0.000546528,1866.041259765625,2220000,106.37484607599617,-0.891673,32.42617043400969,2.12161,6.12053,0.00115572,101982.711852
5.97759e+08,144000,374133.0,103255.609855,10.5329,1.7056,-0.00019631,0.00156857,1.88912e+06,2.0,2.26171,41137.6,33640.0353216668,-6.07337,143,120523.0,233.71808883900667,29300,182.1127166748047,221.387,120680.0,236.258,199333.0,28.9518,219.477,28.3697,-201868.0,95.21348835099343,0.000899998,53.0131,201322.0,1.65207,0.000171738,373813.0,-135.333,0.000615525,1821.127197265625,2235000,106.40636087200255,-1.00683,32.09823961601069,2.82868,4.6264,0.00095931,107130.669413
6.02489e+08,145000,371572.0,108852.799571,9.26772,1.87748,-1.71182e-05,0.00156243,8.52837e+06,2.0,2.35785,34462.8,33872.52214808379,-6.27213,144,116015.0,232.66155869300565,29500,185.2241668701172,191.785,116498.0,284.634,208145.0,31.9293,281.056,29.6309,-212402.0,94.96448781599611,0.000783138,53.6924,210068.0,1.68334,0.000163685,371464.0,-195.345,0.000542077,1852.24169921875,2250000,105.7417010470017,-1.01947,31.95536983000784,4.73905,5.40212,0.00129478,107953.961333
5.53777e+08,146000,374502.0,115434.479374,9.43765,1.62817,-0.000132449,0.00124922,6.87425e+06,2.0,2.33572,36071.9,34104.48699243384,-6.45481,145,117812.0,232.50258797403512,29700,181.73171997070312,178.443,118024.0,486.465,214796.0,25.6253,488.739,29.4198,-218989.0,94.79157576899888,0.000832556,54.8924,216989.0,1.63999,0.000143101,373008.0,-134.741,0.000595703,1817.317138671875,2265000,105.78471320100653,-1.18828,31.926299004029715,6.35557,2.71377,0.00146872,109303.678049
6.61464e+08,147000,377151.0,95093.2084312,9.84069,1.67014,-0.000122274,0.00247186,3.5453e+06,2.0,2.36326,30243.6,34336.872480872844,-6.70342,146,115245.0,232.13034118300857,29900,179.12648010253906,184.15,114670.0,661.332,214713.0,27.2052,559.433,29.8146,-217175.0,94.25442909199774,0.000890889,56.9119,218430.0,1.66524,0.000176305,378547.0,-123.457,0.000590432,1791.2647705078125,2280000,106.01184367699898,-1.08836,31.864068414011854,3.87642,3.16422,0.00192402,102690.144026
6.49037e+08,148000,383348.0,101072.838716,9.8067,1.80598,6.91889e-05,0.00183402,4.07052e+06,2.0,2.33753,32792.3,34569.58885889286,-7.30941,147,123346.0,232.45693532902078,30100,180.13621520996094,165.779,123777.0,215.248,209275.0,23.3742,398.853,28.5259,-212785.0,94.51104227799806,0.000888778,54.6581,212190.0,1.63407,0.000162664,382818.0,-102.116,0.000672942,1801.3621826171875,2295000,106.04672265700356,-1.25003,31.899170394019166,4.16963,2.86027,0.00170206,101820.068055
3.94785e+08,149000,391234.0,112622.178663,9.7443,1.65587,-0.000141846,0.00123749,2.52608e+06,2.0,2.36935,36233.8,34801.88429229586,-6.5447,148,123470.0,232.34170842599997,30300,180.92478942871094,209.725,122860.0,976.156,217148.0,29.3762,815.662,29.44,-220529.0,94.77191607999703,0.000842919,54.815,221343.0,1.66979,0.000177246,390333.0,-190.032,0.000589689,1809.247802734375,2310000,105.60459571300453,-1.07718,31.965196632998413,2.20936,3.9728,0.0016229,106404.002244
5.21881e+08,150000,388980.0,97288.9428308,9.79893,1.65567,-0.000263358,0.00156185,2.41645e+06,2.0,2.38693,43092.4,35034.91118209386,-6.29122,149,121806.0,232.70515416500712,30500,181.2216339111328,244.753,121435.0,816.97,212313.0,29.5139,911.88,29.9763,-215748.0,94.72718713599897,0.000796037,54.2399,216416.0,1.63493,0.000161453,388673.0,-135.988,0.000579366,1812.21630859375,2325000,105.95772708200093,-1.03089,32.02023994700721,6.24489,3.67154,0.00161978,101551.131591
6.44403e+08,151000,399410.0,105985.310229,9.70984,1.78544,-5.0385e-05,0.00172098,4.82762e+06,2.0,2.443,40965.0,35267.890243277885,-6.73205,150,119609.0,233.10763901101018,30700,179.72421264648438,232.847,119788.0,573.568,218387.0,32.0323,665.759,30.1629,-221671.0,95.05000034800469,0.000827715,54.2358,220222.0,1.60183,0.000139471,395305.0,-147.514,0.000629659,1797.2420654296875,2340000,105.9137329879959,-0.981067,32.14390567500959,6.39944,4.81596,0.00222808,106748.029497
7.49451e+08,152000,397122.0,111480.573833,9.6293,1.66043,0.000190089,0.00238538,4.20186e+06,2.0,2.39791,34705.8,35500.442871618885,-6.37347,151,125205.0,233.03357576700364,30900,176.49400329589844,168.341,124947.0,1119.72,222728.0,26.2874,1134.01,29.0999,-226260.0,94.92256786600046,0.00085438,53.9418,224635.0,1.72475,0.000142595,394726.0,-121.83,0.000676556,1764.93994140625,2355000,105.99689781699999,-1.08024,32.11411008400319,2.53845,3.82271,0.00340481,106343.940806
6.91016e+08,153000,402827.0,110786.319065,9.72564,1.60306,-0.000138128,0.00177179,1.84284e+06,2.0,2.34681,25976.1,35732.77394598789,-6.95368,152,126551.0,232.26616767600353,31100,176.7356414794922,118.332,126774.0,1097.88,230688.0,25.7522,1187.11,29.326,-234361.0,94.44358808999823,0.000857593,55.4465,233905.0,1.62246,0.00015425,400254.0,-113.995,0.000653202,1767.3564453125,2370000,105.77953955600242,-1.10096,32.043040030002885,3.20318,2.49585,0.000762948,113292.806849
7.08102e+08,154000,405514.0,108955.149941,9.85941,1.58387,0.000146719,0.00100362,2.27621e+06,2.0,2.35149,30696.5,35965.24146454186,-7.11302,153,132415.0,232.50274708498182,31300,176.84056091308594,178.496,132047.0,958.33,226904.0,25.7886,986.461,28.9127,-229706.0,94.50948485499976,0.000889642,55.362,228943.0,1.6602,0.000141631,404049.0,-90.9387,0.000678866,1768.405517578125,2385000,105.8293169039971,-1.15358,32.16394532598497,2.17175,4.21845,0.00142927,112522.665211
